Target,Model,AUC,AUC_ROC,BEDROC,EF0.5,EF1,EF5,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,KarmaDock FF,,0.87196875,0.725683589,15.75,18.375,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,KarmaDock FF,,0.862114726,0.464027474,15.1,17.61666667,9.563333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,KarmaDock FF,,0.614894068,0.258554054,10.16666667,5.083333333,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk1,KarmaDock FF,,0.85267472,0.534318952,17.985,19.075,9.652966102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,KarmaDock FF,,0.938423865,0.837747079,29.075,26.43181818,12.53232759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,KarmaDock FF,,0.874699127,0.903453996,27.38738739,30.12612613,16.43243243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,KarmaDock FF,,0.619984879,0.383095067,15.48,10.32,4.552941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,KarmaDock FF,,0.479135021,0.027243703,0,0,1.506147541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,KarmaDock FF,,0.981574468,0.863808767,25.3125,25.3125,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,KarmaDock FF,,0.932748668,0.648095619,23.32,23.85,9.046551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam17,KarmaDock FF,,0.712342304,0.291775264,5.120833333,10.24166667,5.54057377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,KarmaDock FF,,0.868277491,0.734653752,30.1,25.08333333,10.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,KarmaDock FF,,0.918162574,0.736487746,25.4375,22.89375,11.50942623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,KarmaDock FF,,0.499029536,0.039599477,0,0,2.008196721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt1,KarmaDock FF,,0.891754156,0.561690613,17.745,16.13181818,10.52669492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,KarmaDock FF,,0.613764292,0.067074454,0,0,2.536637931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igf1r,KarmaDock FF,,0.971927872,0.916233387,29.075,29.075,14.0362069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,KarmaDock FF,,0.631967593,0.229606312,5.6,7.636363636,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tie2,KarmaDock FF,,0.780241588,0.83624407,29.975,27.25,12.19322034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,KarmaDock FF,,0.864423077,0.698182571,20.16666667,22.6875,10.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr2,KarmaDock FF,,0.86638442,0.483695783,20.35,15.2625,6.505327869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na,KarmaDock FF,,0.994974979,1.042858672,30.975,30.975,18.78811475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,KarmaDock FF,,0.570670628,0.187988169,5.075,5.075,4.5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,KarmaDock FF,,0.946510097,0.872965837,29.475,24.11590909,14.22931034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,KarmaDock FF,,0.748246951,0.464558282,25.6,17.92,4.517647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,KarmaDock FF,,0.811956522,0.117734673,5.15,2.575,3.545901639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,KarmaDock FF,,0.969064125,0.886086637,23.88,27.13636364,15.1779661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,KarmaDock FF,,0.634810924,0.141280946,10.25,5.125,2.016393443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,KarmaDock FF,,0.933562232,0.650038043,30.125,17.57291667,11.04583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,KarmaDock FF,,0.836818182,0.686892473,17.1,15.54545455,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,KarmaDock FF,,0.439635678,0.000948308,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,KarmaDock FF,,0.98307596,0.650733444,20.63333333,15.475,16.23606557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,KarmaDock FF,,0.960672515,0.997493028,30.925,30.925,17.74385246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parp-1,KarmaDock Aligned,,0.937575236,0.729327123,30.075,22.55625,13.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsp90,KarmaDock Aligned,,0.786040068,0.418289769,20.21666667,15.1625,6.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,KarmaDock Aligned,,0.856177446,0.740168828,10.71666667,13.39583333,7.0328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,KarmaDock Aligned,,0.514298144,0.054113519,0,0,2.004444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2a,KarmaDock Aligned,,0.718181818,0.226161059,5.116666667,10.23333333,4.529508197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdm2,KarmaDock Aligned,,0.614088159,0.299253382,17.955,10.88181818,4.057627119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jak3,KarmaDock Aligned,,0.917502161,0.797522673,23.94,27.20454545,13.18728814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,KarmaDock Aligned,,0.974020443,0.898592165,30.35,27.82083333,16.18666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxr,KarmaDock Aligned,,0.91465798,0.923655337,24.025,24.025,13.01354167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prkcq,KarmaDock Aligned,,0.834057659,0.773187109,30.05,25.04166667,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lck,KarmaDock Aligned,,0.827214101,0.717187285,25.0625,25.0625,11.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace2,KarmaDock Aligned,,0.430400334,0.059688034,5.1625,2.58125,0.507786885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac2,KarmaDock Aligned,,0.48632879,0.188881468,15.175,7.5875,2.023333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,KarmaDock Aligned,,0.797286325,0.350666384,20.16666667,12.60416667,5.041666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fkbp1a,KarmaDock Aligned,,0.822170997,0.721670238,30.825,30.825,8.59057377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrombin,KarmaDock Aligned,,0.848613481,0.750282518,30.3,30.3,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk2,KarmaDock Aligned,,0.588493816,0.390746673,23.44,15.98181818,3.536206897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kif11,KarmaDock Aligned,,0.640718563,0.213526917,5.0375,7.55625,4.53375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upa,KarmaDock Aligned,,0.699156574,0.603221818,29.9,27.18181818,6.588135593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-in,KarmaDock Aligned,,0.726069631,0.603029356,30.8,23.1,7.573770492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itk,KarmaDock Aligned,,0.754736619,0.375894692,20.28333333,12.67708333,4.56375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,KarmaDock Aligned,,0.874957228,0.555395088,20.15,22.66875,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1rt,KarmaDock Aligned,,0.670072218,0.102455268,0,5.070833333,3.0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,KarmaDock Aligned,,0.562277731,0.171715069,10.175,5.0875,3.002459016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrb2,KarmaDock Aligned,,0.518676868,0.023745091,0,0,1.009649123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde5,KarmaDock Aligned,,0.857575758,0.393540872,15.35,10.23333333,7.549180328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde4b,KarmaDock Aligned,,0.848112416,0.691092574,25.66666667,28.23333333,9.08852459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,KarmaDock Aligned,,0.359895397,0.091693152,5.145833333,2.572916667,2.024590164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnp,KarmaDock Aligned,,0.955541562,0.790675179,30.775,28.21041667,12.10819672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmp2,KarmaDock Aligned,,0.44403457,0.002094663,0,0,0.502459016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-1,KarmaDock Aligned,,0.883376178,0.605452978,30.175,22.63125,9.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdk2,KarmaDock Aligned,,0.931574394,0.793181635,29.9,24.46363636,12.16271186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,KarmaDock Aligned,,0.59180637,0.246310212,10.275,7.70625,5.053278689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,KarmaDock Aligned,,0.779244088,0.453495852,15.3,15.3,9.531147541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,KarmaDock Aligned,,0.906746371,0.874376066,30.275,25.22916667,13.62375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirt2,KarmaDock Aligned,,0.53903732,0.010845394,0,0,1.015833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pparg,KarmaDock Aligned,,0.608954545,0.492887662,22.8,18.13636364,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,KarmaDock Aligned,,0.777732707,0.600083863,25.22916667,22.70625,7.56875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr,KarmaDock Aligned,,0.641948436,0.297383286,20.38333333,10.19166667,4.009836066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sars-hcov,KarmaDock Aligned,,0.504244032,0.077025866,6.148717949,2.794871795,1.042155585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,KarmaDock Aligned,,0.803422983,0.202965726,0,5.3625,4.596428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr1,KarmaDock Aligned,,0.675227273,0.421767651,17.1,15.54545455,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi3kg,KarmaDock Aligned,,0.862617421,0.496918039,15.1375,15.1375,8.073333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdk1,KarmaDock Aligned,,0.984940017,1.001051592,30.175,30.175,18.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,KarmaDock Aligned,,0.960454943,0.90897467,29.575,26.88636364,16.04067797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,KarmaDock Aligned,,0.56959799,0.080017636,5.141666667,2.570833333,1.517213115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,KarmaDock Aligned,,0.685523013,0.46949482,15.4375,12.86458333,8.098360656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17betahsd1,KarmaDock Aligned,,0.537342039,0.016714451,0,0,1.508606557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,KarmaDock Aligned,,0.8796875,0.716981981,15.75,15.75,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,KarmaDock Aligned,,0.895269692,0.391230177,10.06666667,12.58333333,10.06666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,KarmaDock Aligned,,0.579915254,0.108286428,0,2.541666667,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk1,KarmaDock Aligned,,0.858024159,0.697945703,17.985,21.8,12.70127119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,KarmaDock Aligned,,0.896081923,0.54175135,23.26,18.50227273,10.02586207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,KarmaDock Aligned,,0.863764528,0.926931116,32.86486486,32.86486486,14.78918919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,KarmaDock Aligned,,0.6984375,0.33851142,15.48,10.32,4.047058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,KarmaDock Aligned,,0.513628692,0.098006697,0,2.552083333,3.514344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,KarmaDock Aligned,,0.883297872,0.845489709,30.375,30.375,13.1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,KarmaDock Aligned,,0.955328597,0.719387373,23.32,23.85,12.56465517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam17,KarmaDock Aligned,,0.581244743,0.141529705,10.24166667,5.120833333,2.014754098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,KarmaDock Aligned,,0.863036942,0.700392933,25.08333333,25.08333333,10.03333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,KarmaDock Aligned,,0.952201524,0.877967821,30.525,30.525,14.51188525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,KarmaDock Aligned,,0.50850211,0.012676839,0,0,1.004098361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt1,KarmaDock Aligned,,0.807130359,0.337934326,5.915,10.75454545,6.015254237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,KarmaDock Aligned,,0.587005277,0.029248459,0,0,1.521982759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igf1r,KarmaDock Aligned,,0.922551202,0.596948798,17.445,18.50227273,11.52974138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,KarmaDock Aligned,,0.689467593,0.322822719,11.2,7.636363636,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tie2,KarmaDock Aligned,,0.627653149,0.548714716,29.975,21.8,7.112711864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,KarmaDock Aligned,,0.839935897,0.689281632,30.25,22.6875,9.579166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr2,KarmaDock Aligned,,0.817188823,0.485353721,15.2625,20.35,7.005737705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na,KarmaDock Aligned,,0.94706005,0.972925756,30.975,30.975,15.74139344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,KarmaDock Aligned,,0.47966893,0.158408343,5.075,5.075,3.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,KarmaDock Aligned,,0.909064969,0.7821358,17.685,24.11590909,11.68836207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,KarmaDock Aligned,,0.806986789,0.421163689,15.36,10.24,6.525490196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,KarmaDock Aligned,,0.805455686,0.276434013,20.6,10.3,3.039344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,KarmaDock Aligned,,0.76639948,0.551491713,23.88,21.70909091,7.588983051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,KarmaDock Aligned,,0.700945378,0.132011717,5.125,2.5625,4.032786885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,KarmaDock Aligned,,0.911180258,0.754209426,25.10416667,25.10416667,14.05833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,KarmaDock Aligned,,0.616272727,0.306349654,5.7,7.772727273,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,KarmaDock Aligned,,0.474099665,0.000435622,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,KarmaDock Aligned,,0.649373957,0.019530002,0,0,2.029508197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,KarmaDock Aligned,,0.93893066,0.859135064,25.77083333,28.34791667,14.70204918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,Glide@SP,,0.81092207,0.420779201,17.72893773,14.31952663,8.137873056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,Glide@SP,,0.884816082,0.436938451,12.95357143,13.95,6.441393443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,Glide@SP,,0.747773844,0.834743125,31.64102564,31.64102564,12.75847808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,Glide@SP,,0.819683925,0.292332053,10.48648649,7.864864865,5.86532295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,Glide@SP,,0.824066153,0.294814641,8.84981685,7.147928994,5.585540143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,Glide@SP,,0.939515455,0.844122592,26.50714286,28.54615385,13.96612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,Glide@SP,,0.705430622,0.054242434,0,2.495614035,2.101569714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi3kg,Glide@SP,,0.816374346,0.311976616,13.2967033,9.546351085,7.62925599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirt2,Glide@SP,,0.51242591,0.067369951,4.360714286,2.348076923,0.984677419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,Glide@SP,,0.452468619,0.252090824,13.23214286,9.5,2.987903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac2,Glide@SP,,0.733049404,0.560209849,30.35,23.34615385,6.468032787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,Glide@SP,,0.555970464,0.564322747,26.25,18.84615385,7.903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,Glide@SP,,0.714331075,0.119470668,4.360714286,2.348076923,2.954032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr2,Glide@SP,,0.636053757,0.236807702,13.40659341,7.218934911,3.58974359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxr,Glide@SP,,0.961540716,0.935406917,25.91891892,23.32702703,15.11936937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
