Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
tie2,KarmaDock Raw,0.5,29.975,40,1240,7,6.769,0.999,877.317,0.585,96.694,0.399,0.281,29.975,0.788,0.814
tie2,KarmaDock Raw,1.0,27.25,40,1240,13,11.427,0.995,218.0,0.642,87.903,0.493,0.422,27.25,0.788,0.814
tie2,KarmaDock Raw,5.0,12.193,40,1240,62,24.386,0.951,19.45,0.789,60.966,0.469,0.457,12.193,0.788,0.814
jnk3,KarmaDock Raw,0.5,25.208,40,1240,7,5.692,0.992,130.576,0.571,81.317,0.333,0.235,25.208,0.857,0.741
jnk3,KarmaDock Raw,1.0,25.208,40,1240,13,10.571,0.992,130.576,0.631,81.317,0.455,0.389,25.208,0.857,0.741
jnk3,KarmaDock Raw,5.0,11.092,40,1240,62,22.183,0.944,16.714,0.761,55.458,0.423,0.412,11.092,0.857,0.741
vegfr2,KarmaDock Raw,0.5,20.35,40,1240,7,4.595,0.983,57.324,0.556,65.645,0.266,0.188,20.35,0.838,0.499
vegfr2,KarmaDock Raw,1.0,22.894,40,1240,13,9.601,0.988,84.726,0.619,73.851,0.411,0.352,22.894,0.838,0.499
vegfr2,KarmaDock Raw,5.0,6.505,40,1240,62,13.011,0.888,7.967,0.642,32.527,0.231,0.225,6.505,0.838,0.499
na,KarmaDock Raw,0.5,30.975,40,1240,7,6.994,1.0,37170.0,0.587,99.919,0.412,0.291,30.975,0.993,1.043
na,KarmaDock Raw,1.0,30.975,40,1240,13,12.99,1.0,37170.0,0.662,99.919,0.563,0.482,30.975,0.993,1.043
na,KarmaDock Raw,5.0,18.28,40,1240,62,36.561,0.977,43.115,0.946,91.402,0.724,0.705,18.28,0.993,1.043
ache,KarmaDock Raw,0.5,10.15,40,1240,7,2.292,0.936,14.604,0.527,32.742,0.126,0.089,10.15,0.581,0.191
ache,KarmaDock Raw,1.0,7.612,40,1240,13,3.192,0.907,9.765,0.536,24.556,0.124,0.106,7.613,0.581,0.191
ache,KarmaDock Raw,5.0,5.075,40,1240,62,10.15,0.854,5.873,0.605,25.375,0.171,0.166,5.075,0.581,0.191
fgfr1,KarmaDock Raw,0.5,29.475,40,1240,7,6.656,0.998,579.836,0.583,95.081,0.392,0.276,29.475,0.951,0.91
fgfr1,KarmaDock Raw,1.0,29.475,40,1240,13,12.36,0.998,579.836,0.654,95.081,0.535,0.458,29.475,0.951,0.91
fgfr1,KarmaDock Raw,5.0,14.229,40,1240,62,28.459,0.962,25.454,0.842,71.147,0.554,0.54,14.229,0.951,0.91
tp,KarmaDock Raw,0.5,20.48,40,1240,7,4.625,0.983,58.403,0.557,66.065,0.268,0.189,20.48,0.718,0.451
tp,KarmaDock Raw,1.0,15.36,40,1240,13,6.441,0.967,29.463,0.578,49.548,0.27,0.231,15.36,0.718,0.451
tp,KarmaDock Raw,5.0,4.518,40,1240,62,9.035,0.837,5.118,0.591,22.588,0.147,0.144,4.518,0.718,0.451
pygl-out,KarmaDock Raw,0.5,5.15,40,1240,7,1.163,0.857,5.977,0.512,16.613,0.057,0.04,5.15,0.78,0.109
pygl-out,KarmaDock Raw,1.0,2.575,40,1240,13,1.08,0.731,2.718,0.509,8.306,0.03,0.025,2.575,0.78,0.109
pygl-out,KarmaDock Raw,5.0,2.026,40,1240,62,4.052,0.677,2.098,0.527,10.131,0.043,0.042,2.026,0.78,0.109
fxa,KarmaDock Raw,0.5,23.88,40,1240,7,5.392,0.99,100.618,0.567,77.032,0.315,0.222,23.88,0.97,0.871
fxa,KarmaDock Raw,1.0,24.423,40,1240,13,10.242,0.991,111.396,0.627,78.783,0.44,0.377,24.423,0.97,0.871
fxa,KarmaDock Raw,5.0,15.684,40,1240,62,31.368,0.968,30.72,0.879,78.419,0.615,0.599,15.684,0.97,0.871
gba,KarmaDock Raw,0.5,10.25,40,1240,7,2.315,0.937,14.819,0.527,33.065,0.127,0.09,10.25,0.636,0.218
gba,KarmaDock Raw,1.0,10.25,40,1240,13,4.298,0.937,14.819,0.55,33.065,0.174,0.149,10.25,0.636,0.218
gba,KarmaDock Raw,5.0,2.016,40,1240,62,4.033,0.676,2.087,0.526,10.082,0.043,0.041,2.016,0.636,0.218
gsk3b,KarmaDock Raw,0.5,30.125,40,1240,7,6.802,0.999,1032.857,0.585,97.177,0.401,0.283,30.125,0.929,0.692
gsk3b,KarmaDock Raw,1.0,20.083,40,1240,13,8.422,0.982,55.191,0.603,64.785,0.359,0.307,20.083,0.929,0.692
gsk3b,KarmaDock Raw,5.0,11.046,40,1240,62,22.092,0.943,16.607,0.76,55.229,0.421,0.41,11.046,0.929,0.692
ppara,KarmaDock Raw,0.5,22.8,40,1240,7,5.148,0.988,83.415,0.564,73.548,0.3,0.212,22.8,0.85,0.778
ppara,KarmaDock Raw,1.0,20.727,40,1240,13,8.692,0.984,60.531,0.607,66.862,0.371,0.317,20.727,0.85,0.778
ppara,KarmaDock Raw,5.0,14.5,40,1240,62,29.0,0.963,26.364,0.849,72.5,0.565,0.551,14.5,0.85,0.778
hdac8,KarmaDock Raw,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.397,0.002
hdac8,KarmaDock Raw,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.397,0.002
hdac8,KarmaDock Raw,5.0,0.506,40,1240,62,1.011,0.332,0.498,0.487,2.529,-0.021,-0.02,0.506,0.397,0.002
qpct,KarmaDock Raw,0.5,25.792,40,1240,7,5.824,0.993,148.56,0.572,83.199,0.341,0.241,25.792,0.985,0.74
qpct,KarmaDock Raw,1.0,25.792,40,1240,13,10.816,0.993,148.56,0.634,83.199,0.466,0.399,25.792,0.985,0.74
qpct,KarmaDock Raw,5.0,16.236,40,1240,62,32.472,0.971,32.991,0.894,81.18,0.638,0.622,16.236,0.985,0.74
hmgr,KarmaDock Raw,0.5,30.925,40,1240,7,6.983,1.0,12370.0,0.587,99.758,0.412,0.29,30.925,0.969,1.032
hmgr,KarmaDock Raw,1.0,30.925,40,1240,13,12.969,1.0,12370.0,0.662,99.758,0.562,0.481,30.925,0.969,1.032
hmgr,KarmaDock Raw,5.0,18.251,40,1240,62,36.502,0.977,42.946,0.946,91.254,0.723,0.704,18.251,0.969,1.032
parp-1,KarmaDock FF,0.5,30.075,40,1240,7,6.791,0.999,975.405,0.585,97.016,0.4,0.282,30.075,0.928,0.786
parp-1,KarmaDock FF,1.0,27.569,40,1240,13,11.561,0.996,241.038,0.644,88.931,0.499,0.427,27.569,0.928,0.786
parp-1,KarmaDock FF,5.0,12.531,40,1240,62,25.062,0.953,20.355,0.798,62.656,0.483,0.471,12.531,0.928,0.786
hsp90,KarmaDock FF,0.5,25.271,40,1240,7,5.706,0.992,132.327,0.571,81.519,0.334,0.235,25.271,0.905,0.685
hsp90,KarmaDock FF,1.0,25.271,40,1240,13,10.597,0.992,132.327,0.631,81.519,0.456,0.39,25.271,0.905,0.685
hsp90,KarmaDock FF,5.0,12.13,40,1240,62,24.26,0.951,19.285,0.788,60.65,0.466,0.454,12.13,0.905,0.685
ar,KarmaDock FF,0.5,16.075,40,1240,7,3.63,0.97,32.312,0.544,51.855,0.207,0.146,16.075,0.905,0.969
ar,KarmaDock FF,1.0,16.075,40,1240,13,6.741,0.97,32.312,0.582,51.855,0.283,0.242,16.075,0.905,0.969
ar,KarmaDock FF,5.0,9.545,40,1240,62,19.089,0.93,13.346,0.721,47.723,0.358,0.349,9.545,0.905,0.969
cyp2a6,KarmaDock FF,0.5,5.638,40,1240,7,1.273,0.87,6.668,0.514,18.185,0.064,0.045,5.638,0.486,0.1
cyp2a6,KarmaDock FF,1.0,2.506,40,1240,13,1.051,0.725,2.638,0.508,8.082,0.028,0.024,2.506,0.486,0.1
cyp2a6,KarmaDock FF,5.0,1.002,40,1240,62,2.004,0.501,1.002,0.5,5.011,0.0,0.0,1.002,0.486,0.1
a2a,KarmaDock FF,0.5,15.35,40,1240,7,3.466,0.967,29.425,0.542,49.516,0.197,0.139,15.35,0.669,0.268
a2a,KarmaDock FF,1.0,7.675,40,1240,13,3.219,0.908,9.871,0.536,24.758,0.125,0.107,7.675,0.669,0.268
a2a,KarmaDock FF,5.0,4.026,40,1240,62,8.052,0.817,4.478,0.578,20.131,0.127,0.124,4.026,0.669,0.268
mdm2,KarmaDock FF,0.5,29.925,40,1240,7,6.757,0.999,835.116,0.584,96.532,0.398,0.281,29.925,0.842,0.578
mdm2,KarmaDock FF,1.0,24.484,40,1240,13,10.268,0.991,112.728,0.627,78.981,0.441,0.378,24.484,0.842,0.578
mdm2,KarmaDock FF,5.0,8.115,40,1240,62,16.231,0.914,10.638,0.684,40.576,0.298,0.29,8.115,0.842,0.578
jak3,KarmaDock FF,0.5,23.94,40,1240,7,5.406,0.99,101.728,0.567,77.226,0.316,0.223,23.94,0.942,0.718
jak3,KarmaDock FF,1.0,24.484,40,1240,13,10.268,0.991,112.728,0.627,78.981,0.441,0.378,24.484,0.942,0.718
jak3,KarmaDock FF,5.0,11.158,40,1240,62,22.317,0.944,16.871,0.762,55.792,0.425,0.415,11.158,0.942,0.718
ephb4,KarmaDock FF,0.5,25.292,40,1240,7,5.711,0.993,132.92,0.571,81.586,0.334,0.236,25.292,0.997,0.969
ephb4,KarmaDock FF,1.0,27.821,40,1240,13,11.667,0.996,262.529,0.645,89.745,0.504,0.431,27.821,0.997,0.969
ephb4,KarmaDock FF,5.0,19.728,40,1240,62,39.455,0.981,52.502,0.984,98.638,0.784,0.764,19.728,0.997,0.969
rxr,KarmaDock FF,0.5,24.025,40,1240,7,5.425,0.99,103.333,0.567,77.5,0.317,0.223,24.025,0.977,0.948
rxr,KarmaDock FF,1.0,24.025,40,1240,13,10.075,0.99,103.333,0.625,77.5,0.433,0.37,24.025,0.977,0.948
rxr,KarmaDock FF,5.0,14.515,40,1240,62,29.03,0.964,26.415,0.849,72.576,0.566,0.552,14.515,0.977,0.948
prkcq,KarmaDock FF,0.5,25.042,40,1240,7,5.655,0.992,126.084,0.57,80.78,0.331,0.233,25.042,0.871,0.703
prkcq,KarmaDock FF,1.0,25.042,40,1240,13,10.501,0.992,126.084,0.63,80.78,0.452,0.387,25.042,0.871,0.703
prkcq,KarmaDock FF,5.0,12.02,40,1240,62,24.04,0.95,18.999,0.785,60.1,0.462,0.45,12.02,0.871,0.703
lck,KarmaDock FF,0.5,25.062,40,1240,7,5.659,0.992,126.632,0.57,80.847,0.331,0.233,25.062,0.889,0.819
lck,KarmaDock FF,1.0,25.062,40,1240,13,10.51,0.992,126.632,0.63,80.847,0.452,0.387,25.062,0.889,0.819
lck,KarmaDock FF,5.0,14.536,40,1240,62,29.072,0.964,26.488,0.85,72.681,0.567,0.552,14.536,0.889,0.819
ace2,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.521,0.036
ace2,KarmaDock FF,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.521,0.036
ace2,KarmaDock FF,5.0,1.523,40,1240,62,3.047,0.608,1.55,0.514,7.617,0.022,0.021,1.523,0.521,0.036
hdac2,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.521,0.039
hdac2,KarmaDock FF,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.521,0.039
hdac2,KarmaDock FF,5.0,2.023,40,1240,62,4.047,0.677,2.095,0.526,10.117,0.043,0.042,2.023,0.521,0.039
braf,KarmaDock FF,0.5,10.083,40,1240,7,2.277,0.935,14.462,0.526,32.527,0.125,0.088,10.083,0.728,0.307
braf,KarmaDock FF,1.0,12.604,40,1240,13,5.286,0.954,20.555,0.563,40.659,0.218,0.187,12.604,0.728,0.307
braf,KarmaDock FF,5.0,5.042,40,1240,62,10.083,0.854,5.827,0.604,25.208,0.169,0.165,5.042,0.728,0.307
fkbp1a,KarmaDock FF,0.5,30.825,40,1240,7,6.96,1.0,5284.286,0.587,99.435,0.41,0.289,30.825,0.971,0.991
fkbp1a,KarmaDock FF,1.0,30.825,40,1240,13,12.927,1.0,5284.286,0.662,99.435,0.56,0.48,30.825,0.971,0.991
fkbp1a,KarmaDock FF,5.0,16.676,40,1240,62,33.352,0.972,34.925,0.905,83.379,0.657,0.64,16.676,0.971,0.991
thrombin,KarmaDock FF,0.5,30.3,40,1240,7,6.842,0.999,1298.571,0.585,97.742,0.403,0.284,30.3,0.924,0.895
thrombin,KarmaDock FF,1.0,30.3,40,1240,13,12.706,0.999,1298.571,0.659,97.742,0.551,0.471,30.3,0.924,0.895
thrombin,KarmaDock FF,5.0,13.635,40,1240,62,27.27,0.959,23.556,0.826,68.175,0.529,0.516,13.635,0.924,0.895
jnk2,KarmaDock FF,0.5,29.3,40,1240,7,6.616,0.998,517.059,0.583,94.516,0.389,0.275,29.3,0.586,0.444
jnk2,KarmaDock FF,1.0,15.982,40,1240,13,6.702,0.97,31.925,0.581,51.554,0.282,0.241,15.982,0.586,0.444
jnk2,KarmaDock FF,5.0,4.547,40,1240,62,9.093,0.838,5.156,0.592,22.733,0.149,0.145,4.547,0.586,0.444
kif11,KarmaDock FF,0.5,5.038,40,1240,7,1.138,0.853,5.821,0.512,16.25,0.056,0.039,5.038,0.648,0.108
kif11,KarmaDock FF,1.0,5.038,40,1240,13,2.112,0.853,5.821,0.522,16.25,0.076,0.065,5.038,0.648,0.108
kif11,KarmaDock FF,5.0,1.008,40,1240,62,2.015,0.502,1.008,0.5,5.038,0.0,0.0,1.008,0.648,0.108
upa,KarmaDock FF,0.5,29.9,40,1240,7,6.752,0.999,815.455,0.584,96.452,0.398,0.28,29.9,0.717,0.754
upa,KarmaDock FF,1.0,29.9,40,1240,13,12.539,0.999,815.455,0.657,96.452,0.543,0.465,29.9,0.717,0.754
upa,KarmaDock FF,5.0,10.136,40,1240,62,20.271,0.936,14.574,0.736,50.678,0.383,0.373,10.136,0.717,0.754
pygl-in,KarmaDock FF,0.5,20.533,40,1240,7,4.637,0.983,58.854,0.557,66.237,0.269,0.19,20.533,0.819,0.569
pygl-in,KarmaDock FF,1.0,17.967,40,1240,13,7.534,0.976,41.355,0.592,57.957,0.319,0.273,17.967,0.819,0.569
pygl-in,KarmaDock FF,5.0,9.593,40,1240,62,19.187,0.931,13.445,0.722,47.967,0.36,0.351,9.593,0.819,0.569
itk,KarmaDock FF,0.5,15.212,40,1240,7,3.435,0.967,28.907,0.541,49.073,0.196,0.138,15.212,0.802,0.465
itk,KarmaDock FF,1.0,15.212,40,1240,13,6.379,0.967,28.907,0.577,49.073,0.267,0.229,15.213,0.802,0.465
itk,KarmaDock FF,5.0,8.62,40,1240,62,17.241,0.92,11.556,0.697,43.102,0.319,0.311,8.62,0.802,0.465
pim-1,KarmaDock FF,0.5,5.038,40,1240,7,1.138,0.853,5.821,0.512,16.25,0.056,0.039,5.038,0.807,0.44
pim-1,KarmaDock FF,1.0,12.594,40,1240,13,5.281,0.954,20.526,0.563,40.625,0.218,0.186,12.594,0.807,0.44
pim-1,KarmaDock FF,5.0,9.068,40,1240,62,18.135,0.925,12.403,0.708,45.338,0.338,0.329,9.068,0.807,0.44
hiv1rt,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.618,0.019
hiv1rt,KarmaDock FF,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.618,0.019
hiv1rt,KarmaDock FF,5.0,1.014,40,1240,62,2.028,0.504,1.015,0.5,5.071,0.001,0.001,1.014,0.618,0.019
bcl2,KarmaDock FF,0.5,15.262,40,1240,7,3.446,0.967,29.095,0.542,49.234,0.196,0.138,15.262,0.83,0.491
bcl2,KarmaDock FF,1.0,15.262,40,1240,13,6.4,0.967,29.095,0.577,49.234,0.268,0.229,15.262,0.83,0.491
bcl2,KarmaDock FF,5.0,8.507,40,1240,62,17.014,0.919,11.346,0.694,42.535,0.314,0.306,8.507,0.83,0.491
adrb2,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.598,0.075
adrb2,KarmaDock FF,1.0,2.616,40,1240,13,1.097,0.734,2.765,0.509,8.438,0.03,0.026,2.616,0.598,0.075
adrb2,KarmaDock FF,5.0,2.524,40,1240,62,5.048,0.727,2.659,0.539,12.621,0.064,0.062,2.524,0.598,0.075
pde5,KarmaDock FF,0.5,10.233,40,1240,7,2.311,0.937,14.783,0.527,33.011,0.127,0.09,10.233,0.759,0.321
pde5,KarmaDock FF,1.0,10.233,40,1240,13,4.291,0.937,14.783,0.55,33.011,0.174,0.148,10.233,0.759,0.321
pde5,KarmaDock FF,5.0,5.033,40,1240,62,10.066,0.853,5.814,0.604,25.164,0.169,0.165,5.033,0.759,0.321
pde4b,KarmaDock FF,0.5,30.8,40,1240,7,6.955,1.0,4620.0,0.587,99.355,0.41,0.289,30.8,0.908,0.673
pde4b,KarmaDock FF,1.0,20.533,40,1240,13,8.611,0.983,58.854,0.606,66.237,0.367,0.314,20.533,0.908,0.673
pde4b,KarmaDock FF,5.0,13.633,40,1240,62,27.266,0.959,23.549,0.826,68.164,0.529,0.516,13.633,0.908,0.673
ctsk,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.481,0.236
ctsk,KarmaDock FF,1.0,10.292,40,1240,13,4.316,0.937,14.909,0.55,33.199,0.175,0.149,10.292,0.481,0.236
ctsk,KarmaDock FF,5.0,4.049,40,1240,62,8.098,0.818,4.507,0.579,20.246,0.128,0.124,4.049,0.481,0.236
pnp,KarmaDock FF,0.5,30.775,40,1240,7,6.949,1.0,4103.333,0.587,99.274,0.41,0.289,30.775,0.943,0.81
pnp,KarmaDock FF,1.0,28.21,40,1240,13,11.83,0.997,303.383,0.647,91.001,0.511,0.438,28.21,0.943,0.81
pnp,KarmaDock FF,5.0,11.099,40,1240,62,22.198,0.944,16.732,0.761,55.496,0.423,0.412,11.099,0.943,0.81
mmp2,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.422,0.033
mmp2,KarmaDock FF,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.422,0.033
mmp2,KarmaDock FF,5.0,0.502,40,1240,62,1.005,0.331,0.494,0.487,2.512,-0.021,-0.02,0.502,0.422,0.033
rock-1,KarmaDock FF,0.5,25.146,40,1240,7,5.678,0.992,128.861,0.57,81.116,0.332,0.234,25.146,0.839,0.754
rock-1,KarmaDock FF,1.0,25.146,40,1240,13,10.545,0.992,128.861,0.631,81.116,0.454,0.388,25.146,0.839,0.754
rock-1,KarmaDock FF,5.0,11.567,40,1240,62,23.134,0.947,17.857,0.773,57.835,0.443,0.431,11.567,0.839,0.754
cdk2,KarmaDock FF,0.5,11.96,40,1240,7,2.701,0.95,18.845,0.532,38.581,0.151,0.106,11.96,0.901,0.49
cdk2,KarmaDock FF,1.0,10.873,40,1240,13,4.56,0.942,16.206,0.553,35.073,0.186,0.159,10.873,0.901,0.49
cdk2,KarmaDock FF,5.0,10.642,40,1240,62,21.285,0.94,15.683,0.749,53.212,0.404,0.394,10.642,0.901,0.49
catl,KarmaDock FF,0.5,15.412,40,1240,7,3.48,0.967,29.663,0.542,49.718,0.198,0.14,15.413,0.694,0.483
catl,KarmaDock FF,1.0,20.55,40,1240,13,8.618,0.983,58.995,0.606,66.29,0.367,0.314,20.55,0.694,0.483
catl,KarmaDock FF,5.0,6.569,40,1240,62,13.139,0.89,8.067,0.644,32.846,0.233,0.227,6.569,0.694,0.483
dhfr,KarmaDock FF,0.5,15.3,40,1240,7,3.455,0.967,29.236,0.542,49.355,0.197,0.139,15.3,0.826,0.615
dhfr,KarmaDock FF,1.0,22.95,40,1240,13,9.624,0.988,85.528,0.619,74.032,0.412,0.353,22.95,0.826,0.615
dhfr,KarmaDock FF,5.0,10.033,40,1240,62,20.066,0.935,14.355,0.733,50.164,0.378,0.369,10.033,0.826,0.615
aurka,KarmaDock FF,0.5,30.275,40,1240,7,6.836,0.999,1252.759,0.585,97.661,0.403,0.284,30.275,0.983,0.919
aurka,KarmaDock FF,1.0,27.752,40,1240,13,11.638,0.996,256.337,0.645,89.523,0.503,0.43,27.752,0.983,0.919
aurka,KarmaDock FF,5.0,17.156,40,1240,62,34.312,0.974,37.176,0.917,85.779,0.677,0.659,17.156,0.983,0.919
sirt2,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.567,0.021
sirt2,KarmaDock FF,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.567,0.021
sirt2,KarmaDock FF,5.0,0.508,40,1240,62,1.016,0.333,0.5,0.487,2.54,-0.021,-0.02,0.508,0.567,0.021
pparg,KarmaDock FF,0.5,28.5,40,1240,7,6.435,0.997,342.0,0.58,91.935,0.378,0.267,28.5,0.712,0.453
pparg,KarmaDock FF,1.0,15.545,40,1240,13,6.519,0.968,30.176,0.579,50.147,0.273,0.234,15.545,0.712,0.453
pparg,KarmaDock FF,5.0,7.5,40,1240,62,15.0,0.905,9.574,0.668,37.5,0.272,0.265,7.5,0.712,0.453
src,KarmaDock FF,0.5,30.275,40,1240,7,6.836,0.999,1252.759,0.585,97.661,0.403,0.284,30.275,0.866,0.731
src,KarmaDock FF,1.0,25.229,40,1240,13,10.58,0.992,131.155,0.631,81.384,0.455,0.39,25.229,0.866,0.731
src,KarmaDock FF,5.0,13.119,40,1240,62,26.238,0.957,22.011,0.813,65.596,0.508,0.495,13.119,0.866,0.731
gr,KarmaDock FF,0.5,10.192,40,1240,7,2.301,0.936,14.694,0.527,32.876,0.126,0.089,10.192,0.654,0.244
gr,KarmaDock FF,1.0,7.644,40,1240,13,3.205,0.908,9.818,0.536,24.657,0.125,0.107,7.644,0.654,0.244
gr,KarmaDock FF,5.0,5.514,40,1240,62,11.027,0.866,6.49,0.617,27.568,0.189,0.184,5.514,0.654,0.244
sars-hcov,KarmaDock FF,0.5,6.149,39,1209,7,1.388,0.881,7.423,0.515,19.835,0.072,0.051,6.149,0.588,0.099
sars-hcov,KarmaDock FF,1.0,2.795,39,1209,13,1.172,0.748,2.973,0.51,9.016,0.034,0.029,2.795,0.588,0.099
sars-hcov,KarmaDock FF,5.0,1.042,39,1209,61,2.051,0.511,1.044,0.501,5.258,0.002,0.002,1.042,0.588,0.099
cox2,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.702,0.059
cox2,KarmaDock FF,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.702,0.059
cox2,KarmaDock FF,5.0,3.575,40,1240,62,7.15,0.796,3.911,0.567,17.875,0.108,0.105,3.575,0.702,0.059
vegfr1,KarmaDock FF,0.5,11.4,40,1240,7,2.574,0.946,17.449,0.53,36.774,0.143,0.101,11.4,0.794,0.463
vegfr1,KarmaDock FF,1.0,10.364,40,1240,13,4.346,0.938,15.066,0.551,33.431,0.176,0.151,10.364,0.794,0.463
vegfr1,KarmaDock FF,5.0,7.5,40,1240,62,15.0,0.905,9.574,0.668,37.5,0.272,0.265,7.5,0.794,0.463
pi3kg,KarmaDock FF,0.5,20.183,40,1240,7,4.558,0.982,55.978,0.556,65.108,0.264,0.186,20.183,0.816,0.439
pi3kg,KarmaDock FF,1.0,15.138,40,1240,13,6.348,0.966,28.629,0.577,48.831,0.266,0.227,15.138,0.816,0.439
pi3kg,KarmaDock FF,5.0,7.569,40,1240,62,15.138,0.906,9.691,0.67,37.844,0.275,0.268,7.569,0.816,0.439
pdk1,KarmaDock FF,0.5,30.175,40,1240,7,6.814,0.999,1097.273,0.585,97.339,0.401,0.283,30.175,0.973,1.022
pdk1,KarmaDock FF,1.0,30.175,40,1240,13,12.654,0.999,1097.273,0.658,97.339,0.548,0.469,30.175,0.973,1.022
pdk1,KarmaDock FF,5.0,18.105,40,1240,62,36.21,0.977,42.121,0.942,90.525,0.716,0.698,18.105,0.973,1.022
erbb2,KarmaDock FF,0.5,29.575,40,1240,7,6.678,0.998,622.632,0.583,95.403,0.393,0.277,29.575,0.935,0.855
erbb2,KarmaDock FF,1.0,26.886,40,1240,13,11.275,0.995,196.077,0.64,86.73,0.486,0.416,26.886,0.935,0.855
erbb2,KarmaDock FF,5.0,16.041,40,1240,62,32.081,0.97,32.169,0.889,80.203,0.63,0.614,16.041,0.935,0.855
tk,KarmaDock FF,0.5,25.708,40,1240,7,5.805,0.993,145.748,0.572,82.93,0.34,0.24,25.708,0.784,0.609
tk,KarmaDock FF,1.0,23.138,40,1240,13,9.703,0.989,88.283,0.62,74.637,0.416,0.356,23.138,0.784,0.609
tk,KarmaDock FF,5.0,8.598,40,1240,62,17.195,0.92,11.513,0.696,42.988,0.318,0.31,8.598,0.784,0.609
ace,KarmaDock FF,0.5,20.583,40,1240,7,4.648,0.983,59.28,0.557,66.398,0.269,0.19,20.583,0.838,0.547
ace,KarmaDock FF,1.0,23.156,40,1240,13,9.711,0.989,88.566,0.62,74.698,0.416,0.356,23.156,0.838,0.547
ace,KarmaDock FF,5.0,7.592,40,1240,62,15.184,0.907,9.73,0.67,37.961,0.276,0.269,7.592,0.838,0.547
17betahsd1,KarmaDock FF,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.498,0.023
17betahsd1,KarmaDock FF,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.498,0.023
17betahsd1,KarmaDock FF,5.0,0.503,40,1240,62,1.006,0.331,0.495,0.487,2.514,-0.021,-0.02,0.503,0.498,0.023
er-beta,KarmaDock FF,0.5,15.75,40,1240,7,3.556,0.969,30.984,0.543,50.806,0.203,0.143,15.75,0.872,0.726
er-beta,KarmaDock FF,1.0,18.375,40,1240,13,7.706,0.978,43.663,0.594,59.274,0.327,0.279,18.375,0.872,0.726
er-beta,KarmaDock FF,5.0,9.5,40,1240,62,19.0,0.93,13.256,0.72,47.5,0.356,0.347,9.5,0.872,0.726
pim-2,KarmaDock FF,0.5,15.1,40,1240,7,3.41,0.966,28.491,0.541,48.71,0.194,0.137,15.1,0.862,0.464
pim-2,KarmaDock FF,1.0,17.617,40,1240,13,7.388,0.975,39.489,0.59,56.828,0.312,0.267,17.617,0.862,0.464
pim-2,KarmaDock FF,5.0,9.563,40,1240,62,19.127,0.93,13.384,0.721,47.817,0.359,0.35,9.563,0.862,0.464
ts,KarmaDock FF,0.5,10.167,40,1239,7,2.298,0.936,14.645,0.527,32.822,0.126,0.089,10.167,0.615,0.259
ts,KarmaDock FF,1.0,5.083,40,1239,13,2.133,0.855,5.885,0.522,16.411,0.077,0.066,5.083,0.615,0.259
ts,KarmaDock FF,5.0,5.5,40,1239,62,11.009,0.866,6.472,0.616,27.522,0.189,0.184,5.5,0.615,0.259
jnk1,KarmaDock FF,0.5,17.985,40,1240,7,4.061,0.976,41.456,0.55,58.016,0.234,0.165,17.985,0.853,0.534
jnk1,KarmaDock FF,1.0,19.075,40,1240,13,7.999,0.98,47.987,0.598,61.532,0.34,0.291,19.075,0.853,0.534
jnk1,KarmaDock FF,5.0,9.653,40,1240,62,19.306,0.931,13.566,0.724,48.265,0.362,0.353,9.653,0.853,0.534
