Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
pa2ga,Glide,1.0,35.35,98,5212,53,35.228,0.99,103.439,0.678,66.468,0.482,0.459,35.35,,0.59
parp1,Glide,1.0,41.12,507,30174,302,208.658,0.992,130.805,0.704,69.092,0.527,0.51,41.12,,0.67
pde5a,Glide,1.0,21.77,379,27420,275,82.749,0.968,30.71,0.606,30.091,0.247,0.244,21.77,,0.34
pgh1,Glide,1.0,17.11,174,9195,92,29.788,0.961,24.824,0.582,32.378,0.225,0.214,17.11,,0.3
pgh2,Glide,1.0,34.91,365,17398,174,127.436,0.992,127.715,0.673,73.239,0.499,0.466,34.91,,0.6
plk1,Glide,1.0,43.81,106,6789,68,46.514,0.993,136.486,0.718,68.403,0.542,0.529,43.81,,0.62
pnph,Glide,1.0,7.77,103,7010,71,8.106,0.896,8.643,0.535,11.417,0.084,0.082,7.77,,0.16
ppara,Glide,1.0,8.94,371,16295,163,33.178,0.916,10.969,0.541,20.354,0.122,0.112,8.94,,0.21
ppard,Glide,1.0,3.61,239,11497,115,8.63,0.793,3.822,0.513,7.504,0.038,0.036,3.61,,0.11
pparg,Glide,1.0,7.53,482,24949,250,36.369,0.896,8.642,0.533,14.548,0.092,0.087,7.53,,0.17
prgr,Glide,1.0,19.05,223,12892,129,42.508,0.965,27.921,0.592,32.952,0.241,0.232,19.05,,0.22
ptn1,Glide,1.0,15.45,128,7312,74,20.014,0.954,20.807,0.574,27.046,0.195,0.188,15.45,,0.34
pur2,Glide,1.0,54.0,50,2717,28,27.825,1.0,8471.647,0.778,99.374,0.741,0.71,54.0,,0.97
pygm,Glide,1.0,1.3,77,3978,40,1.007,0.567,1.308,0.502,2.516,0.004,0.004,1.3,,0.02
pyrd,Glide,1.0,41.18,109,6070,61,45.108,0.994,155.228,0.706,73.948,0.547,0.525,41.18,,0.62
reni,Glide,1.0,33.98,104,7010,71,35.793,0.985,67.509,0.67,50.413,0.409,0.402,33.98,,0.48
rock1,Glide,1.0,25.25,99,6263,63,25.145,0.976,41.358,0.624,39.913,0.31,0.302,25.25,,0.41
rxra,Glide,1.0,39.32,113,4673,47,44.688,0.999,780.104,0.697,95.082,0.608,0.552,39.32,,0.84
sahh,Glide,1.0,43.33,63,3477,35,27.478,0.995,197.975,0.717,78.51,0.58,0.555,43.33,,0.96
src,Glide,1.0,12.21,519,34158,342,63.448,0.937,14.763,0.557,18.552,0.14,0.137,12.21,,0.23
tgfr1,Glide,1.0,44.36,133,8465,85,59.243,0.993,144.09,0.721,69.697,0.552,0.538,44.36,,0.67
thb,Glide,1.0,35.79,97,4975,50,34.891,0.991,116.128,0.678,69.782,0.494,0.468,35.79,,0.61
thrb,Glide,1.0,39.47,452,26837,269,178.823,0.991,115.757,0.696,66.477,0.507,0.49,39.47,,0.65
try1,Glide,1.0,44.19,439,21780,218,194.172,0.997,396.145,0.721,89.07,0.623,0.586,44.19,,0.69
tryb1,Glide,1.0,28.57,148,7660,77,42.504,0.984,62.541,0.641,55.201,0.39,0.369,28.57,,0.47
tysy,Glide,1.0,38.53,109,6758,68,42.259,0.99,100.142,0.692,62.145,0.484,0.471,38.53,,0.64
urok,Glide,1.0,53.7,162,9687,97,87.111,0.998,517.915,0.768,89.805,0.691,0.669,53.7,,0.79
vgfr2,Glide,1.0,17.0,379,17864,179,64.56,0.963,26.026,0.582,36.067,0.237,0.221,17.0,,0.3
wee1,Glide,1.0,59.8,102,6123,62,61.763,1.0,15387.0,0.803,99.618,0.774,0.75,59.8,,0.99
xiap,Glide,1.0,50.51,99,5117,52,50.816,1.0,2175.429,0.757,97.723,0.705,0.669,50.51,,0.77
aa2ar,Flexx,1.0,6.02,481,10862,109,29.058,0.887,7.845,0.526,26.658,0.109,0.084,6.02,,0.11
abl1,Flexx,1.0,27.78,180,9814,99,50.442,0.982,55.599,0.638,50.952,0.37,0.353,27.78,,0.48
ace,Flexx,1.0,1.42,278,17051,171,3.959,0.588,1.43,0.502,2.315,0.005,0.005,1.42,,0.03
aces,Flexx,1.0,1.35,441,25390,254,5.956,0.576,1.358,0.502,2.345,0.005,0.005,1.35,,0.03
ada,Flexx,1.0,10.75,93,5527,56,10.13,0.928,12.903,0.55,18.088,0.129,0.125,10.75,,0.2
ada17,Flexx,1.0,1.89,516,36010,361,9.777,0.657,1.915,0.505,2.708,0.011,0.011,1.89,,0.04
adrb1,Flexx,1.0,9.35,247,15925,160,23.203,0.915,10.766,0.543,14.502,0.106,0.103,9.35,,0.18
adrb2,Flexx,1.0,20.0,231,14649,147,46.361,0.966,28.753,0.597,31.538,0.242,0.236,20.0,,0.34
akt1,Flexx,1.0,5.17,292,16176,162,15.119,0.848,5.599,0.521,9.333,0.057,0.054,5.17,,0.1
akt2,Flexx,1.0,13.68,116,6745,68,15.998,0.946,17.581,0.565,23.527,0.169,0.163,13.68,,0.24
aldr,Flexx,1.0,11.95,158,9054,91,18.977,0.937,14.835,0.556,20.854,0.147,0.141,11.95,,0.22
ampc,Flexx,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.04
andr,Flexx,1.0,0.0,178,10025,101,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.01
aofb,Flexx,1.0,5.26,121,6975,70,6.387,0.85,5.688,0.522,9.125,0.057,0.055,5.26,,0.11
bace1,Flexx,1.0,11.11,280,17898,179,31.111,0.93,13.237,0.551,17.381,0.128,0.125,11.11,,0.21
braf,Flexx,1.0,23.03,150,9887,99,34.59,0.972,34.861,0.612,34.94,0.275,0.269,23.03,,0.41
cah2,Flexx,1.0,7.39,492,31266,313,36.398,0.892,8.231,0.532,11.629,0.081,0.079,7.39,,0.13
casp3,Flexx,1.0,22.11,199,10828,109,44.291,0.973,36.559,0.608,40.634,0.291,0.278,22.11,,0.38
cdk2,Flexx,1.0,11.8,471,27755,278,55.668,0.936,14.504,0.555,20.025,0.143,0.138,11.8,,0.22
comt,Flexx,1.0,9.76,41,3872,39,4.031,0.915,10.77,0.545,10.335,0.091,0.091,9.76,,0.15
cp2c9,Flexx,1.0,9.09,120,7325,74,11.02,0.913,10.506,0.542,14.891,0.105,0.102,9.09,,0.17
cp3a4,Flexx,1.0,4.19,160,11766,118,6.723,0.814,4.383,0.516,5.698,0.038,0.037,4.19,,0.07
csf1r,Flexx,1.0,24.54,164,12006,121,40.561,0.973,36.41,0.62,33.521,0.28,0.276,24.54,,0.38
cxcr4,Flexx,1.0,0.0,39,3413,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.0,,0.01
def,Flexx,1.0,0.0,99,5758,58,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.01
dhi1,Flexx,1.0,0.63,329,19461,195,2.077,0.385,0.626,0.498,1.065,-0.005,-0.005,0.63,,0.01
dpp4,Flexx,1.0,11.84,532,40888,409,63.007,0.932,13.814,0.555,15.405,0.125,0.124,11.84,,0.22
drd3,Flexx,1.0,2.51,478,33326,334,12.024,0.72,2.566,0.508,3.6,0.018,0.018,2.51,,0.05
dyr,Flexx,1.0,10.43,231,17074,171,24.13,0.923,11.979,0.548,14.111,0.111,0.11,10.43,,0.17
egfr,Flexx,1.0,19.29,540,34875,349,104.241,0.964,27.08,0.593,29.868,0.231,0.225,19.29,,0.31
esr1,Flexx,1.0,31.73,375,20175,202,119.135,0.987,75.91,0.657,58.978,0.425,0.405,31.73,,0.51
esr2,Flexx,1.0,31.02,363,19336,194,112.975,0.986,72.878,0.653,58.235,0.418,0.398,31.02,,0.51
fa10,Flexx,1.0,33.08,537,20046,201,178.118,0.996,282.799,0.665,88.616,0.536,0.475,33.08,,0.72
fa7,Flexx,1.0,55.26,114,6114,62,63.883,1.001,-1786.037,0.78,103.036,0.757,0.722,55.26,,0.9
fabp4,Flexx,1.0,17.02,47,2518,26,8.26,0.961,24.479,0.584,31.769,0.226,0.216,17.02,,0.33
fak1,Flexx,1.0,15.0,99,5388,54,14.883,0.953,20.327,0.571,27.561,0.193,0.184,15.0,,0.31
fgfr1,Flexx,1.0,0.76,129,435,5,1.127,0.408,0.69,0.498,22.538,-0.017,-0.005,0.76,,0.3
fkb1a,Flexx,1.0,0.0,111,5887,59,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.01
fnta,Flexx,1.0,6.26,589,51372,514,36.891,0.87,6.667,0.527,7.177,0.057,0.057,6.26,,0.11
fpps,Flexx,1.0,1.18,85,8817,89,1.012,0.542,1.182,0.501,1.191,0.002,0.002,1.18,,0.07
gcr,Flexx,1.0,7.63,183,12612,127,14.06,0.894,8.455,0.534,11.071,0.081,0.08,7.63,,0.13
glcm,Flexx,1.0,5.56,54,3834,39,3.054,0.856,5.947,0.524,7.831,0.055,0.055,5.56,,0.16
gria2,Flexx,1.0,7.59,158,11662,117,12.031,0.893,8.345,0.534,10.283,0.078,0.077,7.59,,0.13
grik1,Flexx,1.0,19.8,101,6620,67,20.24,0.965,27.937,0.597,30.208,0.237,0.232,19.8,,0.38
hdac2,Flexx,1.0,16.3,180,10352,104,29.476,0.957,22.352,0.578,28.342,0.205,0.197,16.3,,0.29
hdac8,Flexx,1.0,12.94,164,10481,105,21.26,0.941,15.971,0.561,20.248,0.151,0.148,12.94,,0.23
hivint,Flexx,1.0,4.0,100,6673,67,4.016,0.807,4.191,0.515,5.994,0.037,0.037,4.0,,0.07
hivpr,Flexx,1.0,2.08,519,35905,360,10.824,0.679,2.113,0.505,3.007,0.013,0.013,2.08,,0.04
hivrt,Flexx,1.0,2.08,337,18737,188,7.033,0.68,2.122,0.506,3.741,0.015,0.014,2.08,,0.05
hmdh,Flexx,1.0,1.76,168,8878,89,2.964,0.641,1.786,0.504,3.33,0.011,0.01,1.76,,0.05
hs90a,Flexx,1.0,2.35,86,4840,49,2.046,0.707,2.409,0.507,4.176,0.018,0.018,2.35,,0.03
hxk4,Flexx,1.0,4.35,91,4720,48,4.026,0.823,4.657,0.517,8.387,0.048,0.045,4.35,,0.09
igf1r,Flexx,1.0,27.7,147,9044,91,40.971,0.98,49.566,0.637,45.023,0.346,0.336,27.7,,0.47
inha,Flexx,1.0,9.3,43,2329,24,4.121,0.917,11.021,0.544,17.17,0.116,0.111,9.3,,0.12
ital,Flexx,1.0,1.45,136,8377,84,1.977,0.594,1.461,0.502,2.354,0.006,0.006,1.45,,0.03
jak2,Flexx,1.0,8.41,106,6465,65,8.963,0.906,9.595,0.538,13.789,0.096,0.094,8.41,,0.16
kif11,Flexx,1.0,2.59,116,6837,69,3.032,0.727,2.663,0.508,4.394,0.021,0.02,2.59,,0.09
kit,Flexx,1.0,7.88,165,10323,104,13.099,0.899,8.871,0.535,12.595,0.088,0.086,7.88,,0.16
kith,Flexx,1.0,0.0,57,2894,29,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.08
kpcb,Flexx,1.0,27.48,126,8611,87,34.983,0.978,45.288,0.636,40.21,0.326,0.32,27.48,,0.44
lck,Flexx,1.0,18.12,416,27305,274,75.641,0.961,24.648,0.587,27.606,0.214,0.21,18.12,,0.31
lkha4,Flexx,1.0,7.6,170,7992,80,12.933,0.899,8.873,0.534,16.166,0.098,0.091,7.6,,0.15
mapk2,Flexx,1.0,6.93,100,6155,62,6.981,0.885,7.682,0.53,11.259,0.077,0.075,6.93,,0.2
mcr,Flexx,1.0,0.0,38,2490,25,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,,0.01
met,Flexx,1.0,18.07,165,11027,111,30.013,0.961,24.396,0.587,27.039,0.212,0.208,18.07,,0.35
mk01,Flexx,1.0,21.52,78,4485,45,16.842,0.971,33.793,0.605,37.426,0.275,0.264,21.52,,0.38
mk10,Flexx,1.0,14.42,103,6558,66,14.948,0.948,18.349,0.569,22.648,0.171,0.167,14.42,,0.25
mk14,Flexx,1.0,14.19,578,35731,358,82.177,0.948,18.12,0.567,22.954,0.17,0.165,14.19,,0.26
mmp13,Flexx,1.0,4.2,567,37374,374,23.831,0.815,4.418,0.516,6.372,0.04,0.039,4.2,,0.08
mp2k1,Flexx,1.0,8.33,120,8089,81,10.01,0.904,9.364,0.537,12.358,0.09,0.089,8.33,,0.16
nos1,Flexx,1.0,7.07,100,8044,81,7.119,0.884,7.655,0.531,8.789,0.069,0.068,7.07,,0.14
nram,Flexx,1.0,14.29,98,4300,43,14.004,0.954,20.709,0.568,32.568,0.204,0.187,14.29,,0.21
pa2ga,Flexx,1.0,17.53,98,5212,53,17.469,0.962,25.657,0.586,32.961,0.232,0.221,17.53,,0.32
parp1,Flexx,1.0,12.4,507,30174,302,62.922,0.939,15.4,0.558,20.835,0.15,0.145,12.4,,0.22
pde5a,Flexx,1.0,1.76,379,27420,275,6.69,0.64,1.779,0.504,2.433,0.009,0.009,1.76,,0.04
pgh1,Flexx,1.0,5.21,174,9195,92,9.07,0.85,5.67,0.521,9.859,0.059,0.056,5.21,,0.09
pgh2,Flexx,1.0,11.08,365,17398,174,40.447,0.934,14.133,0.551,23.245,0.148,0.138,11.08,,0.22
plk1,Flexx,1.0,8.41,106,6789,68,8.929,0.905,9.53,0.538,13.131,0.094,0.092,8.41,,0.19
pnph,Flexx,1.0,10.68,103,7010,71,11.142,0.926,12.482,0.55,15.692,0.12,0.117,10.68,,0.17
ppara,Flexx,1.0,3.77,371,16295,163,13.991,0.801,4.03,0.514,8.583,0.043,0.039,3.77,,0.1
ppard,Flexx,1.0,1.25,239,11497,115,2.988,0.557,1.257,0.501,2.599,0.004,0.003,1.25,,0.04
pparg,Flexx,1.0,1.66,482,24949,250,8.018,0.627,1.682,0.503,3.207,0.009,0.009,1.66,,0.04
prgr,Flexx,1.0,3.64,223,12892,129,8.122,0.792,3.817,0.513,6.296,0.035,0.034,3.64,,0.09
ptn1,Flexx,1.0,14.84,128,7312,74,19.224,0.952,19.697,0.571,25.978,0.187,0.18,14.84,,0.28
pur2,Flexx,1.0,56.0,50,2717,28,28.855,1.001,-1799.422,0.789,103.055,0.768,0.736,56.0,,0.98
pygm,Flexx,1.0,9.09,77,3978,40,7.038,0.915,10.817,0.541,17.595,0.115,0.109,9.09,,0.13
pyrd,Flexx,1.0,29.09,109,6070,61,31.865,0.984,59.812,0.644,52.237,0.383,0.367,29.09,,0.49
reni,Flexx,1.0,11.65,104,7010,71,12.272,0.933,13.875,0.555,17.284,0.132,0.13,11.65,,0.21
rock1,Flexx,1.0,23.0,99,6263,63,22.905,0.973,35.567,0.612,36.356,0.281,0.274,23.0,,0.39
rxra,Flexx,1.0,7.69,113,4673,47,8.74,0.902,9.218,0.534,18.596,0.106,0.096,7.69,,0.24
sahh,Flexx,1.0,30.16,63,3477,35,19.126,0.985,65.296,0.649,54.647,0.399,0.382,30.16,,0.58
src,Flexx,1.0,14.76,519,34158,342,76.699,0.949,18.738,0.57,22.426,0.172,0.168,14.76,,0.24
tgfr1,Flexx,1.0,25.56,133,8465,85,34.135,0.977,42.042,0.625,40.159,0.313,0.305,25.56,,0.43
thb,Flexx,1.0,15.53,97,4975,50,15.14,0.956,21.84,0.574,30.28,0.206,0.195,15.53,,0.28
thrb,Flexx,1.0,33.11,452,26837,269,150.009,0.987,73.59,0.664,55.765,0.423,0.409,33.11,,0.55
try1,Flexx,1.0,50.56,439,21780,218,222.162,1.0,-2594.75,0.753,101.909,0.715,0.672,50.56,,0.78
tryb1,Flexx,1.0,27.89,148,7660,77,41.493,0.983,59.313,0.638,53.887,0.38,0.36,27.89,,0.45
tysy,Flexx,1.0,18.35,109,6758,68,20.126,0.962,25.644,0.589,29.597,0.224,0.218,18.35,,0.32
urok,Flexx,1.0,47.53,162,9687,97,77.102,0.996,227.827,0.737,79.487,0.61,0.59,47.53,,0.7
vgfr2,Flexx,1.0,31.68,379,17864,179,120.309,0.99,94.57,0.657,67.212,0.454,0.423,31.68,,0.5
wee1,Flexx,1.0,40.2,102,6123,62,41.52,0.992,119.67,0.702,66.967,0.516,0.5,40.2,,0.65
xiap,Flexx,1.0,27.0,99,5117,52,27.164,0.982,55.436,0.635,52.238,0.37,0.351,27.0,,0.58
aa2ar,Surflex,1.0,19.71,481,10862,109,95.137,0.993,148.108,0.598,87.281,0.405,0.311,19.71,,0.32
abl1,Surflex,1.0,17.03,180,9814,99,30.923,0.96,24.311,0.582,31.235,0.221,0.211,17.03,,0.3
ace,Surflex,1.0,2.48,278,17051,171,6.914,0.718,2.542,0.508,4.043,0.019,0.019,2.48,,0.07
aces,Surflex,1.0,20.31,441,25390,254,89.602,0.969,30.835,0.598,35.277,0.258,0.248,20.31,,0.34
ada,Surflex,1.0,9.68,93,5527,56,9.121,0.919,11.369,0.545,16.288,0.115,0.111,9.68,,0.18
ada17,Surflex,1.0,35.9,516,36010,361,185.707,0.986,72.873,0.677,51.442,0.423,0.417,35.9,,0.57
adrb1,Surflex,1.0,15.38,247,15925,160,38.168,0.952,19.885,0.573,23.855,0.182,0.178,15.38,,0.26
adrb2,Surflex,1.0,20.35,231,14649,147,47.172,0.967,29.494,0.599,32.09,0.247,0.24,20.35,,0.33
akt1,Surflex,1.0,4.44,292,16176,162,12.984,0.826,4.74,0.518,8.015,0.047,0.045,4.44,,0.08
akt2,Surflex,1.0,14.53,116,6745,68,16.992,0.95,19.037,0.569,24.989,0.181,0.174,14.53,,0.24
aldr,Surflex,1.0,7.55,158,9054,91,11.99,0.895,8.544,0.534,13.175,0.088,0.085,7.55,,0.15
ampc,Surflex,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,0.02
andr,Surflex,1.0,4.09,178,10025,101,7.335,0.812,4.332,0.516,7.262,0.042,0.04,4.09,,0.08
aofb,Surflex,1.0,4.92,121,6975,70,5.975,0.841,5.286,0.52,8.535,0.052,0.05,4.92,,0.1
bace1,Surflex,1.0,17.31,280,17898,179,48.473,0.959,23.367,0.583,27.08,0.207,0.201,17.31,,0.29
braf,Surflex,1.0,5.26,150,9887,99,7.9,0.849,5.629,0.522,7.98,0.053,0.052,5.26,,0.1
cah2,Surflex,1.0,3.05,492,31266,313,15.022,0.759,3.153,0.51,4.799,0.026,0.025,3.05,,0.06
casp3,Surflex,1.0,12.56,199,10828,109,25.161,0.941,16.029,0.559,23.083,0.16,0.152,12.56,,0.23
cdk2,Surflex,1.0,3.16,471,27755,278,14.908,0.766,3.282,0.511,5.362,0.029,0.028,3.16,,0.07
comt,Surflex,1.0,2.44,41,3872,39,1.008,0.712,2.478,0.507,2.584,0.015,0.015,2.44,,0.05
cp2c9,Surflex,1.0,3.33,120,7325,74,4.037,0.776,3.464,0.512,5.455,0.03,0.029,3.33,,0.05
cp3a4,Surflex,1.0,8.82,160,11766,118,14.153,0.908,9.886,0.54,11.994,0.092,0.091,8.82,,0.14
csf1r,Surflex,1.0,3.01,164,12006,121,4.975,0.756,3.096,0.51,4.112,0.024,0.024,3.01,,0.05
cxcr4,Surflex,1.0,15.0,39,3413,35,5.999,0.947,17.896,0.573,17.14,0.153,0.153,15.0,,0.26
def,Surflex,1.0,32.35,99,5758,58,32.26,0.986,71.641,0.661,55.621,0.418,0.403,32.35,,0.59
dhi1,Surflex,1.0,3.64,329,19461,195,12.0,0.792,3.813,0.513,6.154,0.035,0.034,3.64,,0.09
dpp4,Surflex,1.0,6.38,532,40888,409,33.952,0.873,6.867,0.527,8.301,0.062,0.062,6.38,,0.1
drd3,Surflex,1.0,7.08,478,33326,334,33.918,0.886,7.767,0.531,10.155,0.074,0.073,7.08,,0.13
dyr,Surflex,1.0,25.54,231,17074,171,59.087,0.975,38.497,0.625,34.554,0.289,0.286,25.54,,0.4
egfr,Surflex,1.0,13.65,540,34875,349,73.763,0.945,17.04,0.564,21.135,0.159,0.156,13.65,,0.22
esr1,Surflex,1.0,27.15,375,20175,202,101.939,0.982,53.791,0.633,50.465,0.362,0.345,27.15,,0.47
esr2,Surflex,1.0,21.8,363,19336,194,79.396,0.973,36.21,0.606,40.926,0.29,0.276,21.8,,0.39
fa10,Surflex,1.0,8.57,537,20046,201,46.145,0.915,10.826,0.539,22.958,0.126,0.112,8.57,,0.24
fa7,Surflex,1.0,42.11,114,6114,62,48.681,0.995,192.362,0.712,78.517,0.574,0.547,42.11,,0.73
fabp4,Surflex,1.0,2.13,47,2518,26,1.034,0.685,2.177,0.506,3.976,0.016,0.015,2.13,,0.1
fak1,Surflex,1.0,5.0,99,5388,54,4.961,0.844,5.405,0.52,9.187,0.055,0.053,5.0,,0.09
fgfr1,Surflex,1.0,0.72,129,435,5,1.068,0.392,0.644,0.498,21.352,-0.02,-0.006,0.72,,0.28
fkb1a,Surflex,1.0,9.91,111,5887,59,11.024,0.923,11.957,0.546,18.685,0.124,0.118,9.91,,0.19
fnta,Surflex,1.0,4.94,589,51372,514,29.112,0.838,5.177,0.52,5.664,0.043,0.043,4.94,,0.13
fpps,Surflex,1.0,1.18,85,8817,89,1.012,0.542,1.182,0.501,1.191,0.002,0.002,1.18,,0.03
gcr,Surflex,1.0,15.12,183,12612,127,27.863,0.95,19.088,0.572,21.939,0.173,0.17,15.12,,0.26
glcm,Surflex,1.0,31.48,54,3834,39,17.292,0.982,55.759,0.657,44.338,0.369,0.364,31.48,,0.49
gria2,Surflex,1.0,8.23,158,11662,117,13.046,0.901,9.137,0.537,11.15,0.085,0.084,8.23,,0.14
grik1,Surflex,1.0,6.93,101,6620,67,7.084,0.884,7.631,0.53,10.573,0.075,0.073,6.93,,0.18
hdac2,Surflex,1.0,12.97,180,10352,104,23.454,0.943,16.456,0.561,22.552,0.16,0.154,12.97,,0.26
hdac8,Surflex,1.0,5.29,164,10481,105,8.691,0.85,5.677,0.522,8.277,0.054,0.053,5.29,,0.09
hivint,Surflex,1.0,3.0,100,6673,67,3.012,0.756,3.094,0.51,4.496,0.025,0.024,3.0,,0.07
hivpr,Surflex,1.0,5.04,519,35905,360,26.227,0.843,5.357,0.521,7.285,0.049,0.048,5.04,,0.11
hivrt,Surflex,1.0,4.73,337,18737,188,15.994,0.835,5.077,0.519,8.507,0.051,0.049,4.73,,0.09
hmdh,Surflex,1.0,17.06,168,8878,89,28.732,0.961,24.716,0.582,32.283,0.224,0.213,17.06,,0.34
hs90a,Surflex,1.0,1.14,86,4840,49,0.993,0.533,1.143,0.501,2.026,0.002,0.002,1.14,,0.02
hxk4,Surflex,1.0,0.0,91,4720,48,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.03
igf1r,Surflex,1.0,10.81,147,9044,91,15.989,0.928,12.901,0.55,17.57,0.127,0.123,10.81,,0.19
inha,Surflex,1.0,4.65,43,2329,24,2.06,0.833,4.993,0.519,8.585,0.051,0.049,4.65,,0.19
ital,Surflex,1.0,2.9,136,8377,84,3.955,0.75,2.994,0.51,4.708,0.025,0.024,2.9,,0.04
jak2,Surflex,1.0,14.95,106,6465,65,15.933,0.951,19.48,0.571,24.512,0.182,0.176,14.95,,0.21
kif11,Surflex,1.0,6.03,116,6837,69,7.059,0.868,6.603,0.526,10.231,0.067,0.064,6.03,,0.11
kit,Surflex,1.0,3.01,165,10323,104,5.004,0.757,3.112,0.51,4.811,0.026,0.025,3.01,,0.06
kith,Surflex,1.0,42.11,57,2894,29,24.052,0.996,241.966,0.71,82.94,0.586,0.553,42.11,,0.7
kpcb,Surflex,1.0,27.41,126,8611,87,34.894,0.978,45.096,0.635,40.108,0.325,0.32,27.41,,0.44
lck,Surflex,1.0,13.57,416,27305,274,56.648,0.944,16.846,0.564,20.674,0.157,0.154,13.57,,0.22
lkha4,Surflex,1.0,18.71,170,7992,80,31.839,0.968,30.418,0.591,39.799,0.263,0.244,18.71,,0.34
mapk2,Surflex,1.0,2.97,100,6155,62,2.992,0.754,3.07,0.51,4.825,0.026,0.025,2.97,,0.05
mcr,Surflex,1.0,2.13,38,2490,25,0.813,0.684,2.168,0.506,3.251,0.014,0.014,2.13,,0.06
met,Surflex,1.0,9.04,165,11027,111,15.015,0.911,10.298,0.541,13.527,0.1,0.098,9.04,,0.15
mk01,Surflex,1.0,1.27,78,4485,45,0.994,0.561,1.276,0.501,2.209,0.004,0.003,1.27,,0.04
mk10,Surflex,1.0,3.85,103,6558,66,3.991,0.801,4.033,0.515,6.047,0.036,0.035,3.85,,0.07
mk14,Surflex,1.0,3.29,578,35731,358,19.053,0.774,3.419,0.512,5.322,0.03,0.029,3.29,,0.06
mmp13,Surflex,1.0,12.76,567,37374,374,72.4,0.94,15.583,0.56,19.358,0.147,0.144,12.76,,0.24
mp2k1,Surflex,1.0,0.0,120,8089,81,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,0.02
nos1,Surflex,1.0,24.0,100,8044,81,24.167,0.971,33.78,0.617,29.836,0.26,0.259,24.0,,0.33
nram,Surflex,1.0,22.45,98,4300,43,22.001,0.978,44.924,0.61,51.165,0.329,0.302,22.45,,0.4
pa2ga,Surflex,1.0,2.02,98,5212,53,2.013,0.673,2.06,0.505,3.798,0.014,0.014,2.02,,0.06
parp1,Surflex,1.0,19.09,507,30174,302,96.87,0.965,27.633,0.592,32.076,0.238,0.23,19.09,,0.32
pde5a,Surflex,1.0,8.79,379,27420,275,33.411,0.908,9.867,0.54,12.15,0.093,0.092,8.79,,0.15
pgh1,Surflex,1.0,7.18,174,9195,92,12.5,0.891,8.152,0.532,13.587,0.086,0.082,7.18,,0.16
pgh2,Surflex,1.0,14.94,365,17398,174,54.537,0.955,21.304,0.571,31.343,0.205,0.191,14.94,,0.28
plk1,Surflex,1.0,3.74,106,6789,68,3.971,0.796,3.91,0.514,5.839,0.035,0.034,3.74,,0.07
pnph,Surflex,1.0,10.68,103,7010,71,11.142,0.926,12.482,0.55,15.692,0.12,0.117,10.68,,0.18
ppara,Surflex,1.0,12.6,371,16295,163,46.76,0.945,17.266,0.559,28.687,0.178,0.164,12.6,,0.26
ppard,Surflex,1.0,10.42,239,11497,115,24.91,0.929,13.025,0.548,21.661,0.138,0.129,10.42,,0.24
pparg,Surflex,1.0,4.96,482,24949,250,23.956,0.843,5.38,0.52,9.582,0.056,0.053,4.96,,0.11
prgr,Surflex,1.0,4.44,223,12892,129,9.907,0.825,4.726,0.518,7.68,0.046,0.044,4.44,,0.08
ptn1,Surflex,1.0,10.77,128,7312,74,13.952,0.929,13.04,0.55,18.853,0.132,0.127,10.77,,0.23
pur2,Surflex,1.0,56.0,50,2717,28,28.855,1.001,-1799.422,0.789,103.055,0.768,0.736,56.0,,0.98
pygm,Surflex,1.0,0.0,77,3978,40,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,0.01
pyrd,Surflex,1.0,11.71,109,6070,61,12.827,0.936,14.562,0.555,21.028,0.146,0.14,11.71,,0.25
reni,Surflex,1.0,36.54,104,7010,71,38.489,0.987,78.616,0.683,54.211,0.441,0.433,36.54,,0.56
rock1,Surflex,1.0,4.0,99,6263,63,3.983,0.808,4.202,0.515,6.323,0.038,0.037,4.0,,0.06
rxra,Surflex,1.0,27.48,113,4673,47,31.232,0.988,79.929,0.636,66.451,0.42,0.382,27.48,,0.53
sahh,Surflex,1.0,55.56,63,3477,35,35.234,1.0,-8147.845,0.78,100.67,0.747,0.715,55.56,,0.87
src,Surflex,1.0,7.82,519,34158,342,40.636,0.897,8.74,0.535,11.882,0.085,0.083,7.82,,0.14
tgfr1,Surflex,1.0,18.05,133,8465,85,24.106,0.961,24.799,0.587,28.36,0.217,0.211,18.05,,0.29
thb,Surflex,1.0,16.5,97,4975,50,16.085,0.96,23.852,0.579,32.171,0.22,0.208,16.5,,0.31
thrb,Surflex,1.0,27.55,452,26837,269,124.818,0.981,50.534,0.635,46.401,0.35,0.338,27.55,,0.48
