Target,Model,EF1,AUC_ROC,AUC,BEDROC,Source
ace,Flexx,1.42,,0.61,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aces,Flexx,1.35,,0.57,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada,Flexx,10.75,,0.55,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada17,Flexx,1.89,,0.60,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb1,Flexx,9.35,,0.76,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb2,Flexx,20,,0.84,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt1,Flexx,5.17,,0.73,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt2,Flexx,13.68,,0.86,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aldr,Flexx,11.95,,0.74,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ampc,Flexx,0,,0.67,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
andr,Flexx,0,,0.41,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aofb,Flexx,5.26,,0.71,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
bace1,Flexx,11.11,,0.76,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
braf,Flexx,23.03,,0.89,0.41,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cah2,Flexx,7.39,,0.73,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
casp3,Flexx,22.11,,0.70,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cdk2,Flexx,11.80,,0.76,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
comt,Flexx,9.76,,0.66,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp2c9,Flexx,9.09,,0.70,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp3a4,Flexx,4.19,,0.60,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
csf1r,Flexx,24.54,,0.84,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cxcr4,Flexx,0,,0.47,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
def,Flexx,0,,0.70,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dhi1,Flexx,0.63,,0.49,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dpp4,Flexx,11.84,,0.86,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
drd3,Flexx,2.51,,0.67,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dyr,Flexx,10.43,,0.67,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
egfr,Flexx,19.29,,0.83,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr1,Flexx,31.73,,0.80,0.51,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr2,Flexx,31.02,,0.84,0.51,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa10,Flexx,33.08,,0.88,0.72,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa7,Flexx,55.26,,0.97,0.90,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fabp4,Flexx,17.02,,0.87,0.33,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fak1,Flexx,15,,0.88,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fgfr1,Flexx,0.76,,0.59,0.30,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fkb1a,Flexx,0,,0.58,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fnta,Flexx,6.26,,0.76,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fpps,Flexx,1.18,,0.82,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gcr,Flexx,7.63,,0.54,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
glcm,Flexx,5.56,,0.69,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gria2,Flexx,7.59,,0.76,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
grik1,Flexx,19.80,,0.87,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac2,Flexx,16.30,,0.81,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac8,Flexx,12.94,,0.76,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivint,Flexx,4,,0.67,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivpr,Flexx,2.08,,0.55,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivrt,Flexx,2.08,,0.61,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hmdh,Flexx,1.76,,0.67,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hs90a,Flexx,2.35,,0.34,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hxk4,Flexx,4.35,,0.67,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
igf1r,Flexx,27.70,,0.89,0.47,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
inha,Flexx,9.30,,0.69,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ital,Flexx,1.45,,0.61,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
jak2,Flexx,8.41,,0.83,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kif11,Flexx,2.59,,0.69,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kit,Flexx,7.88,,0.79,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kith,Flexx,0,,0.82,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kpcb,Flexx,27.48,,0.80,0.44,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lck,Flexx,18.12,,0.84,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lkha4,Flexx,7.60,,0.83,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mapk2,Flexx,6.93,,0.81,0.20,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mcr,Flexx,0,,0.41,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
met,Flexx,18.07,,0.82,0.35,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk01,Flexx,21.52,,0.87,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk10,Flexx,14.42,,0.78,0.25,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk14,Flexx,14.19,,0.85,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mmp13,Flexx,4.20,,0.63,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mp2k1,Flexx,8.33,,0.81,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nos1,Flexx,7.07,,0.76,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nram,Flexx,14.29,,0.82,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pa2ga,Flexx,17.53,,0.72,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
parp1,Flexx,12.40,,0.84,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pde5a,Flexx,1.76,,0.65,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh1,Flexx,5.21,,0.63,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh2,Flexx,11.08,,0.75,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
plk1,Flexx,8.41,,0.81,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pnph,Flexx,10.68,,0.74,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppara,Flexx,3.77,,0.75,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppard,Flexx,1.25,,0.68,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pparg,Flexx,1.66,,0.67,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
prgr,Flexx,3.64,,0.68,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ptn1,Flexx,14.84,,0.82,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pur2,Flexx,56,,1,0.98,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pygm,Flexx,9.09,,0.74,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pyrd,Flexx,29.09,,0.83,0.49,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
reni,Flexx,11.65,,0.73,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rock1,Flexx,23,,0.91,0.39,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rxra,Flexx,7.69,,0.80,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
sahh,Flexx,30.16,,0.91,0.58,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
src,Flexx,14.76,,0.80,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tgfr1,Flexx,25.56,,0.89,0.43,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thb,Flexx,15.53,,0.83,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thrb,Flexx,33.11,,0.88,0.55,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
try1,Flexx,50.56,,0.90,0.78,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tryb1,Flexx,27.89,,0.86,0.45,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tysy,Flexx,18.35,,0.84,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
urok,Flexx,47.53,,0.93,0.70,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
vgfr2,Flexx,31.68,,0.85,0.50,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
wee1,Flexx,40.20,,0.96,0.65,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
xiap,Flexx,27,,0.91,0.58,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aa2ar,Surflex,19.71,,0.74,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
abl1,Surflex,17.03,,0.85,0.30,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ace,Surflex,2.48,,0.61,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aces,Surflex,20.31,,0.57,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada,Surflex,9.68,,0.55,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ada17,Surflex,35.90,,0.60,0.57,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb1,Surflex,15.38,,0.76,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
adrb2,Surflex,20.35,,0.84,0.33,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt1,Surflex,4.44,,0.73,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
akt2,Surflex,14.53,,0.86,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aldr,Surflex,7.55,,0.74,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ampc,Surflex,0,,0.67,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
andr,Surflex,4.09,,0.41,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aofb,Surflex,4.92,,0.71,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
bace1,Surflex,17.31,,0.76,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
braf,Surflex,5.26,,0.89,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cah2,Surflex,3.05,,0.73,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
casp3,Surflex,12.56,,0.70,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cdk2,Surflex,3.16,,0.76,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
comt,Surflex,2.44,,0.66,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp2c9,Surflex,3.33,,0.70,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cp3a4,Surflex,8.82,,0.60,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
csf1r,Surflex,3.01,,0.84,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
cxcr4,Surflex,15,,0.47,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
def,Surflex,32.35,,0.70,0.59,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dhi1,Surflex,3.64,,0.49,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dpp4,Surflex,6.38,,0.86,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
drd3,Surflex,7.08,,0.67,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
dyr,Surflex,25.54,,0.67,0.40,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
egfr,Surflex,13.65,,0.83,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr1,Surflex,27.15,,0.80,0.47,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
esr2,Surflex,21.80,,0.84,0.39,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa10,Surflex,8.57,,0.88,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fa7,Surflex,42.11,,0.97,0.73,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fabp4,Surflex,2.13,,0.87,0.10,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fak1,Surflex,5,,0.88,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fgfr1,Surflex,0.72,,0.59,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fkb1a,Surflex,9.91,,0.58,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fnta,Surflex,4.94,,0.76,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
fpps,Surflex,1.18,,0.82,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gcr,Surflex,15.12,,0.54,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
glcm,Surflex,31.48,,0.69,0.49,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
gria2,Surflex,8.23,,0.76,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
grik1,Surflex,6.93,,0.87,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac2,Surflex,12.97,,0.81,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hdac8,Surflex,5.29,,0.76,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivint,Surflex,3,,0.67,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivpr,Surflex,5.04,,0.55,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hivrt,Surflex,4.73,,0.61,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hmdh,Surflex,17.06,,0.67,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hs90a,Surflex,1.14,,0.34,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
hxk4,Surflex,0,,0.67,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
igf1r,Surflex,10.81,,0.89,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
inha,Surflex,4.65,,0.69,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ital,Surflex,2.90,,0.61,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
jak2,Surflex,14.95,,0.83,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kif11,Surflex,6.03,,0.69,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kit,Surflex,3.01,,0.79,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kith,Surflex,42.11,,0.82,0.70,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
kpcb,Surflex,27.41,,0.80,0.44,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lck,Surflex,13.57,,0.84,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
lkha4,Surflex,18.71,,0.83,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mapk2,Surflex,2.97,,0.81,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mcr,Surflex,2.13,,0.41,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
met,Surflex,9.04,,0.82,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk01,Surflex,1.27,,0.87,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk10,Surflex,3.85,,0.78,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mk14,Surflex,3.29,,0.85,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mmp13,Surflex,12.76,,0.63,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
mp2k1,Surflex,0,,0.81,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nos1,Surflex,24,,0.76,0.33,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
nram,Surflex,22.45,,0.82,0.40,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pa2ga,Surflex,2.02,,0.72,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
parp1,Surflex,19.09,,0.84,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pde5a,Surflex,8.79,,0.65,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh1,Surflex,7.18,,0.63,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pgh2,Surflex,14.94,,0.75,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
plk1,Surflex,3.74,,0.81,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pnph,Surflex,10.68,,0.74,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppara,Surflex,12.60,,0.75,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ppard,Surflex,10.42,,0.68,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pparg,Surflex,4.96,,0.67,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
prgr,Surflex,4.44,,0.68,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
ptn1,Surflex,10.77,,0.82,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pur2,Surflex,56,,1,0.98,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pygm,Surflex,0,,0.74,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
pyrd,Surflex,11.71,,0.83,0.25,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
reni,Surflex,36.54,,0.73,0.56,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rock1,Surflex,4,,0.91,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
rxra,Surflex,27.48,,0.80,0.53,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
sahh,Surflex,55.56,,0.91,0.87,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
src,Surflex,7.82,,0.80,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tgfr1,Surflex,18.05,,0.89,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thb,Surflex,16.50,,0.83,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
thrb,Surflex,27.55,,0.88,0.48,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
try1,Surflex,40.98,,0.90,0.68,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tryb1,Surflex,19.59,,0.86,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
tysy,Surflex,23.85,,0.84,0.42,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
urok,Surflex,12.96,,0.93,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
vgfr2,Surflex,4.65,,0.85,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
wee1,Surflex,52.94,,0.96,0.78,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
xiap,Surflex,37,,0.91,0.64,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057
aa2ar,DENVIS D-G,35.68,,0.84,0.53,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
abl1,DENVIS D-G,51.65,,0.89,0.73,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
ace,DENVIS D-G,29.08,,0.90,0.48,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
aces,DENVIS D-G,20.97,,0.81,0.38,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
ada,DENVIS D-G,59.14,,0.99,0.85,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
ada17,DENVIS D-G,67.67,,0.99,0.95,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
adrb1,DENVIS D-G,22.27,,0.90,0.38,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
adrb2,DENVIS D-G,30.74,,0.89,0.45,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
akt1,DENVIS D-G,17.75,,0.88,0.36,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
akt2,DENVIS D-G,31.62,,0.87,0.50,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
aldr,DENVIS D-G,5.66,,0.56,0.11,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
ampc,DENVIS D-G,16.67,,0.86,0.26,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
andr,DENVIS D-G,32.71,,0.94,0.60,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
aofb,DENVIS D-G,2.46,,0.58,0.05,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
bace1,DENVIS D-G,50.53,,0.94,0.77,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
braf,DENVIS D-G,46.71,,0.96,0.71,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
cah2,DENVIS D-G,63.62,,0.97,0.92,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
casp3,DENVIS D-G,39.20,,0.92,0.63,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
cdk2,DENVIS D-G,44.51,,0.96,0.74,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
comt,DENVIS D-G,75.61,,0.98,0.86,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
cp2c9,DENVIS D-G,10,,0.56,0.17,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
cp3a4,DENVIS D-G,2.94,,0.41,0.05,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
csf1r,DENVIS D-G,43.37,,0.97,0.67,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
cxcr4,DENVIS D-G,30,,0.78,0.43,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
def,DENVIS D-G,53.92,,1,0.97,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
dhi1,DENVIS D-G,0,,0.33,0,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
dpp4,DENVIS D-G,30.58,,0.93,0.44,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
drd3,DENVIS D-G,7.92,,0.56,0.12,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
dyr,DENVIS D-G,57.58,,0.96,0.80,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
egfr,DENVIS D-G,62.36,,0.93,0.87,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
esr1,DENVIS D-G,53.26,,0.97,0.88,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
esr2,DENVIS D-G,50.68,,0.93,0.80,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
fa10,DENVIS D-G,31.84,,0.96,0.70,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
fa7,DENVIS D-G,56.14,,0.99,0.92,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
fabp4,DENVIS D-G,48.94,,0.95,0.77,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
fak1,DENVIS D-G,55,,0.99,0.98,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
fgfr1,DENVIS D-G,1.44,,0.47,0.38,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
fkb1a,DENVIS D-G,31.53,,0.95,0.55,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
fnta,DENVIS D-G,53.04,,0.90,0.67,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
fpps,DENVIS D-G,0,,0.74,0.01,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
gcr,DENVIS D-G,9.30,,0.69,0.16,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
glcm,DENVIS D-G,0,,0.72,0.01,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
gria2,DENVIS D-G,13.29,,0.67,0.23,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
grik1,DENVIS D-G,42.57,,0.90,0.63,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
hdac2,DENVIS D-G,55.14,,0.96,0.87,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
hdac8,DENVIS D-G,62.94,,0.98,0.93,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
hivint,DENVIS D-G,0,,0.47,0.01,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
hivpr,DENVIS D-G,50.93,,0.94,0.73,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
hivrt,DENVIS D-G,14.20,,0.84,0.31,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
hmdh,DENVIS D-G,45.29,,0.87,0.71,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
hs90a,DENVIS D-G,38.64,,0.99,0.69,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
hxk4,DENVIS D-G,19.57,,0.84,0.32,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
igf1r,DENVIS D-G,51.35,,0.94,0.78,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
inha,DENVIS D-G,20.93,,0.86,0.38,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
ital,DENVIS D-G,44.20,,0.89,0.69,https://pubs.acs.org/doi/full/10.1021/acs.jcim.2c01057
