clustering_method,method_name,selected_columns,abl1,ace,aldr,andr,cdk2,cox1,dhi1,drd3,dyr,esr1,fa7,fabp4,gria2,hdac2,hivrt,hmdh,hs90a,hxk4,igf1r,kith,kpcb,lfa1,lkha4,nram,pnph,prgr,ptn1,pyrd,reni,urok,xiap,Average
bestpose_GNINA,method2,RTMScore_SCORCH,19.82,20.16,0.63,3.41,25.02,12.85,1.22,3.75,39.83,19.33,46.32,0.0,18.31,9.74,8.05,12.33,11.3,3.24,16.94,0.0,31.04,5.08,9.33,8.2,9.65,4.11,26.74,11.79,6.71,39.52,10.99,14.045483870967743
bestpose_GNINA,method3,RTMScore_SCORCH,19.82,20.16,0.63,3.41,25.02,12.85,1.22,3.75,39.83,19.33,46.32,0.0,18.31,9.74,8.05,12.33,11.3,3.24,16.94,0.0,31.04,5.08,9.33,8.2,9.65,4.11,26.74,11.79,6.71,39.52,10.99,14.045483870967743
bestpose_GNINA,method4,RTMScore_SCORCH,18.71,23.7,1.26,3.41,18.23,12.85,3.95,3.97,40.7,8.62,43.7,2.16,10.1,4.87,8.05,12.92,6.78,2.16,8.13,0.0,26.61,7.26,9.91,18.46,7.72,2.4,20.63,19.05,7.67,34.58,11.99,12.920967741935485
bestpose_GNINA,method5,RTMScore_SCORCH,19.26,18.39,1.89,2.65,22.47,11.31,1.82,3.31,42.0,11.75,37.58,2.16,10.1,4.87,5.37,7.04,6.78,9.71,15.58,0.0,14.78,5.08,7.0,8.2,8.69,3.09,16.81,6.35,6.71,40.76,6.99,11.564516129032258
bestpose_GNINA,method6,RTMScore_SCORCH,14.86,8.49,1.26,2.27,18.02,8.22,2.13,2.87,30.74,4.44,32.34,2.16,1.89,1.08,0.0,1.76,3.39,10.79,11.52,0.0,18.48,3.63,6.41,5.13,3.86,2.4,14.51,5.44,3.83,27.79,1.0,8.08741935483871
bestpose_GNINA,method7,RTMScore_SCORCH,14.86,8.49,1.26,2.27,18.02,8.22,2.13,2.87,30.74,4.44,32.34,2.16,1.89,1.08,0.0,1.76,3.39,10.79,11.52,0.0,18.48,3.63,6.41,5.13,3.86,2.4,14.51,5.44,3.83,27.79,1.0,8.08741935483871
bestpose_GNINA,method1,AD4_RTMScore_SCORCH,26.42,17.68,4.42,2.65,20.99,12.85,2.13,3.31,33.34,16.19,51.57,4.33,9.47,9.2,8.05,17.61,5.65,1.08,22.36,1.79,28.82,5.08,22.16,3.08,9.65,2.74,25.97,14.51,12.46,25.94,12.99,14.015806451612903
bestpose_GNINA,method2,AD4_RTMScore_SCORCH,26.42,17.68,4.42,2.65,20.99,12.85,2.13,3.31,33.34,16.19,51.57,4.33,9.47,9.2,8.05,17.61,5.65,1.08,22.36,1.79,28.82,5.08,22.16,3.08,9.65,2.74,25.97,14.51,12.46,25.94,12.99,14.015806451612903
bestpose_GNINA,method3,AD4_RTMScore_SCORCH,26.42,17.68,4.42,2.65,20.99,12.85,2.13,3.31,33.34,16.19,51.57,4.33,9.47,9.2,8.05,17.61,5.65,1.08,22.36,1.79,28.82,5.08,22.16,3.08,9.65,2.74,25.97,14.51,12.46,25.94,12.99,14.015806451612903
bestpose_GNINA,method4,AD4_RTMScore_SCORCH,24.22,18.04,0.63,3.03,16.32,12.33,5.17,2.21,32.91,10.71,47.2,0.0,7.58,8.66,8.05,16.44,1.13,1.08,22.36,3.57,31.78,6.54,20.41,14.36,6.76,2.4,25.21,22.68,14.38,21.61,12.99,13.572903225806451
bestpose_GNINA,method5,AD4_RTMScore_SCORCH,23.67,15.56,2.53,3.03,17.6,12.85,2.13,3.31,38.1,18.81,48.94,4.33,6.95,6.49,8.05,16.44,3.39,1.08,19.65,0.0,25.87,6.54,19.83,4.1,9.65,2.74,19.86,18.14,14.38,27.17,12.99,13.360645161290323
bestpose_GNINA,method6,AD4_RTMScore_SCORCH,15.41,13.79,0.63,1.89,18.87,8.74,3.04,2.65,32.04,4.96,37.58,2.16,3.79,2.71,2.68,2.35,3.39,10.79,16.94,0.0,22.91,4.36,8.16,6.15,4.83,2.4,14.51,6.35,9.59,28.41,5.0,9.583225806451612
bestpose_GNINA,method7,AD4_RTMScore_SCORCH,15.41,13.79,0.63,1.89,18.87,8.74,3.04,2.65,32.04,4.96,37.58,2.16,3.79,2.71,2.68,2.35,3.39,10.79,16.94,0.0,22.91,4.36,8.16,6.15,4.83,2.4,14.51,6.35,9.59,28.41,5.0,9.583225806451612
bestpose_GNINA,method1,RFScoreVS_RTMScore_SCORCH,29.17,28.65,14.53,15.53,30.1,15.93,11.24,5.96,54.12,38.92,54.19,4.33,35.36,7.03,10.73,26.42,19.2,8.63,32.52,1.79,48.04,12.35,16.33,26.66,17.38,10.29,34.38,39.01,20.13,51.87,12.99,23.67032258064516
bestpose_GNINA,method2,RFScoreVS_RTMScore_SCORCH,29.17,28.65,14.53,15.53,30.1,15.93,11.24,5.96,54.12,38.92,54.19,4.33,35.36,7.03,10.73,26.42,19.2,8.63,32.52,1.79,48.04,12.35,16.33,26.66,17.38,10.29,34.38,39.01,20.13,51.87,12.99,23.67032258064516
bestpose_GNINA,method3,RFScoreVS_RTMScore_SCORCH,29.17,28.65,14.53,15.53,30.1,15.93,11.24,5.96,54.12,38.92,54.19,4.33,35.36,7.03,10.73,26.42,19.2,8.63,32.52,1.79,48.04,12.35,16.33,26.66,17.38,10.29,34.38,39.01,20.13,51.87,12.99,23.67032258064516
bestpose_GNINA,method4,RFScoreVS_RTMScore_SCORCH,28.62,29.36,6.95,12.88,21.84,16.96,9.12,4.86,51.52,23.77,50.69,2.16,23.36,6.49,16.1,28.77,11.3,5.4,29.81,1.79,47.3,10.17,16.33,29.74,14.48,7.89,29.03,33.56,19.17,46.93,12.99,20.946451612903225
bestpose_GNINA,method5,RFScoreVS_RTMScore_SCORCH,28.62,26.88,13.26,12.88,28.62,15.42,10.03,5.74,55.85,38.92,52.44,6.49,35.36,5.41,10.73,26.42,20.33,7.55,31.16,1.79,47.3,11.62,15.16,28.71,14.48,8.92,28.27,29.03,15.34,51.87,12.99,22.50290322580645
bestpose_GNINA,method6,RFScoreVS_RTMScore_SCORCH,25.87,19.45,15.16,20.46,25.86,16.44,14.28,5.96,54.99,38.92,53.31,8.66,24.62,2.71,10.73,27.0,7.91,10.79,33.87,26.78,43.6,21.79,17.49,21.53,15.45,18.17,31.32,43.54,17.26,47.55,11.99,23.66
bestpose_GNINA,method7,RFScoreVS_RTMScore_SCORCH,25.87,19.45,15.16,20.46,25.86,16.44,14.28,5.96,54.99,38.92,53.31,8.66,24.62,2.71,10.73,27.0,7.91,10.79,33.87,26.78,43.6,21.79,17.49,21.53,15.45,18.17,31.32,43.54,17.26,47.55,11.99,23.66
bestpose_SMINA,method1,AD4_CHEMPLP,7.71,11.67,3.79,1.14,2.97,3.6,4.27,1.1,1.73,6.79,10.49,0.0,8.84,16.23,0.0,14.08,0.0,0.0,11.51,17.83,10.35,1.45,20.99,2.05,6.76,1.38,18.34,7.25,7.66,2.47,10.98,6.8848387096774175
bestpose_SMINA,method2,AD4_CHEMPLP,7.71,11.67,3.79,1.14,2.97,3.6,4.27,1.1,1.73,6.79,10.49,0.0,8.84,16.23,0.0,14.08,0.0,0.0,11.51,17.83,10.35,1.45,20.99,2.05,6.76,1.38,18.34,7.25,7.66,2.47,10.98,6.8848387096774175
bestpose_SMINA,method3,AD4_CHEMPLP,7.71,11.67,3.79,1.14,2.97,3.6,4.27,1.1,1.73,6.79,10.49,0.0,8.84,16.23,0.0,14.08,0.0,0.0,11.51,17.83,10.35,1.45,20.99,2.05,6.76,1.38,18.34,7.25,7.66,2.47,10.98,6.8848387096774175
bestpose_SMINA,method4,AD4_CHEMPLP,8.26,11.32,3.79,1.14,2.97,3.6,4.27,0.66,1.73,6.53,11.36,0.0,8.84,16.23,0.0,13.49,0.0,0.0,11.51,16.05,8.87,1.45,21.58,2.05,6.76,1.38,18.34,6.35,5.75,2.47,10.98,6.700967741935482
bestpose_SMINA,method5,AD4_CHEMPLP,8.81,10.96,3.79,1.52,3.19,3.6,4.27,2.21,2.17,6.27,12.24,0.0,8.21,18.4,0.0,13.49,0.0,0.0,12.19,17.83,8.87,0.73,22.74,2.05,6.76,2.41,18.34,9.97,7.66,3.09,9.98,7.153225806451612
bestpose_SMINA,method6,AD4_CHEMPLP,7.16,15.21,4.42,1.14,3.19,3.08,3.66,1.77,3.9,5.75,10.49,0.0,8.84,16.23,0.0,12.9,0.0,0.0,12.87,14.27,11.09,0.73,22.74,1.02,7.73,1.03,19.11,10.88,9.58,3.09,9.98,7.156774193548387
bestpose_SMINA,method7,AD4_CHEMPLP,7.16,15.21,4.42,1.14,3.19,3.08,3.66,1.77,3.9,5.75,10.49,0.0,8.84,16.23,0.0,12.9,0.0,0.0,12.87,14.27,11.09,0.73,22.74,1.02,7.73,1.03,19.11,10.88,9.58,3.09,9.98,7.156774193548387
bestpose_SMINA,method1,AD4_LinF9,13.77,5.66,3.79,1.14,3.4,2.06,4.27,1.55,10.83,6.53,18.35,0.0,3.16,5.95,5.22,11.73,0.0,0.0,14.9,17.83,17.74,2.18,17.49,0.0,8.7,1.72,17.58,2.72,8.62,4.32,3.99,6.941935483870968
bestpose_SMINA,method2,AD4_LinF9,13.77,5.66,3.79,1.14,3.4,2.06,4.27,1.55,10.83,6.53,18.35,0.0,3.16,5.95,5.22,11.73,0.0,0.0,14.9,17.83,17.74,2.18,17.49,0.0,8.7,1.72,17.58,2.72,8.62,4.32,3.99,6.941935483870968
bestpose_SMINA,method3,AD4_LinF9,13.77,5.66,3.79,1.14,3.4,2.06,4.27,1.55,10.83,6.53,18.35,0.0,3.16,5.95,5.22,11.73,0.0,0.0,14.9,17.83,17.74,2.18,17.49,0.0,8.7,1.72,17.58,2.72,8.62,4.32,3.99,6.941935483870968
bestpose_SMINA,method4,AD4_LinF9,13.77,5.66,3.79,1.9,2.97,2.06,4.57,1.55,9.97,6.27,18.35,0.0,3.16,5.41,5.22,11.15,0.0,0.0,14.22,19.62,17.0,2.18,17.49,0.0,9.66,1.72,17.58,2.72,8.62,2.47,3.99,6.873225806451613
bestpose_SMINA,method5,AD4_LinF9,12.11,5.66,3.79,1.52,3.19,2.57,3.66,1.55,10.83,6.53,17.48,0.0,3.16,6.49,5.22,11.73,0.0,0.0,14.9,30.31,17.74,2.18,16.33,0.0,7.73,2.06,16.81,7.25,8.62,4.94,3.99,7.366129032258065
bestpose_SMINA,method6,AD4_LinF9,13.22,5.66,3.79,1.9,3.19,2.06,3.35,1.55,10.83,7.05,17.48,0.0,4.42,6.49,5.22,11.15,0.0,0.0,14.22,26.75,17.74,1.45,14.58,0.0,7.73,2.06,16.81,4.53,10.54,4.94,3.99,7.183870967741935
bestpose_SMINA,method7,AD4_LinF9,13.22,5.66,3.79,1.9,3.19,2.06,3.35,1.55,10.83,7.05,17.48,0.0,4.42,6.49,5.22,11.15,0.0,0.0,14.22,26.75,17.74,1.45,14.58,0.0,7.73,2.06,16.81,4.53,10.54,4.94,3.99,7.183870967741935
bestpose_SMINA,method1,AD4_RTMScore,22.03,9.9,3.79,1.9,14.44,11.82,3.05,2.65,14.73,10.71,37.58,2.16,6.95,6.49,5.22,28.16,10.18,0.0,23.03,0.0,27.35,4.36,19.83,1.02,24.15,4.82,22.16,8.16,5.75,12.97,12.98,11.55935483870968
bestpose_SMINA,method2,AD4_RTMScore,22.03,9.9,3.79,1.9,14.44,11.82,3.05,2.65,14.73,10.71,37.58,2.16,6.95,6.49,5.22,28.16,10.18,0.0,23.03,0.0,27.35,4.36,19.83,1.02,24.15,4.82,22.16,8.16,5.75,12.97,12.98,11.55935483870968
bestpose_SMINA,method3,AD4_RTMScore,22.03,9.9,3.79,1.9,14.44,11.82,3.05,2.65,14.73,10.71,37.58,2.16,6.95,6.49,5.22,28.16,10.18,0.0,23.03,0.0,27.35,4.36,19.83,1.02,24.15,4.82,22.16,8.16,5.75,12.97,12.98,11.55935483870968
bestpose_SMINA,method4,AD4_RTMScore,18.17,8.84,3.16,1.14,9.35,12.34,3.05,1.1,14.3,10.71,37.58,2.16,6.32,4.87,5.22,25.81,0.0,0.0,21.0,0.0,25.88,3.63,19.24,0.0,23.19,4.82,22.93,9.07,5.75,9.27,10.98,10.318709677419355
bestpose_SMINA,method5,AD4_RTMScore,24.23,10.26,3.79,1.9,19.54,12.34,2.74,2.43,13.87,11.23,38.46,4.33,9.47,4.87,5.22,27.57,14.7,0.0,23.03,0.0,33.27,3.63,16.33,1.02,22.22,5.51,25.22,9.07,4.79,11.74,17.97,12.282258064516133
bestpose_SMINA,method6,AD4_RTMScore,24.78,10.96,2.53,1.52,21.03,12.34,2.13,2.43,17.33,12.28,54.19,8.66,10.11,4.87,5.22,28.16,7.92,0.0,21.0,0.0,41.4,4.36,15.16,1.02,25.12,5.16,25.98,7.25,9.58,19.77,29.95,13.942258064516128
bestpose_SMINA,method7,AD4_RTMScore,24.78,10.96,2.53,1.52,21.03,12.34,2.13,2.43,17.33,12.28,54.19,8.66,10.11,4.87,5.22,28.16,7.92,0.0,21.0,0.0,41.4,4.36,15.16,1.02,25.12,5.16,25.98,7.25,9.58,19.77,29.95,13.942258064516128
bestpose_SMINA,method1,AD4_SCORCH,13.22,8.84,0.0,2.28,9.56,11.31,9.14,1.33,21.23,4.44,27.09,0.0,4.42,7.03,2.61,23.46,0.0,6.46,8.81,1.78,10.35,3.63,19.83,6.15,21.26,2.06,22.93,8.16,16.29,20.39,4.99,9.646774193548387
bestpose_SMINA,method2,AD4_SCORCH,13.22,8.84,0.0,2.28,9.56,11.31,9.14,1.33,21.23,4.44,27.09,0.0,4.42,7.03,2.61,23.46,0.0,6.46,8.81,1.78,10.35,3.63,19.83,6.15,21.26,2.06,22.93,8.16,16.29,20.39,4.99,9.646774193548387
bestpose_SMINA,method3,AD4_SCORCH,13.22,8.84,0.0,2.28,9.56,11.31,9.14,1.33,21.23,4.44,27.09,0.0,4.42,7.03,2.61,23.46,0.0,6.46,8.81,1.78,10.35,3.63,19.83,6.15,21.26,2.06,22.93,8.16,16.29,20.39,4.99,9.646774193548387
bestpose_SMINA,method4,AD4_SCORCH,16.52,12.73,0.0,1.14,8.92,12.34,12.49,1.33,14.3,8.1,27.97,0.0,6.32,7.57,5.22,27.57,1.13,0.0,12.19,1.78,16.26,5.08,19.83,5.12,21.26,5.85,20.63,21.76,18.2,9.88,6.99,10.596129032258066
bestpose_SMINA,method5,AD4_SCORCH,10.46,10.61,0.0,3.04,9.77,10.28,8.23,1.55,22.1,5.48,25.35,0.0,6.32,1.62,2.61,21.12,0.0,8.62,0.68,0.0,7.39,2.9,12.25,5.12,17.39,2.41,18.34,9.97,12.46,21.0,4.99,8.453548387096774
bestpose_SMINA,method6,AD4_SCORCH,7.71,8.13,0.0,2.66,8.28,7.71,6.4,0.88,20.8,1.83,19.23,0.0,3.79,1.62,0.0,8.8,0.0,9.69,0.0,0.0,2.22,2.9,4.67,10.24,14.49,1.72,14.52,9.07,8.62,19.15,1.0,6.326774193548387
bestpose_SMINA,method7,AD4_SCORCH,7.71,8.13,0.0,2.66,8.28,7.71,6.4,0.88,20.8,1.83,19.23,0.0,3.79,1.62,0.0,8.8,0.0,9.69,0.0,0.0,2.22,2.9,4.67,10.24,14.49,1.72,14.52,9.07,8.62,19.15,1.0,6.326774193548387
bestpose_SMINA,method1,RFScoreVS_RTMScore,32.49,20.16,8.21,17.49,21.03,23.64,10.05,7.07,47.67,29.51,54.19,8.66,30.95,5.95,18.28,46.34,23.75,1.08,31.16,8.92,44.36,14.52,20.99,17.42,59.9,17.9,38.21,34.46,8.62,43.24,42.92,25.456129032258065
bestpose_SMINA,method2,RFScoreVS_RTMScore,32.49,20.16,8.21,17.49,21.03,23.64,10.05,7.07,47.67,29.51,54.19,8.66,30.95,5.95,18.28,46.34,23.75,1.08,31.16,8.92,44.36,14.52,20.99,17.42,59.9,17.9,38.21,34.46,8.62,43.24,42.92,25.456129032258065
bestpose_SMINA,method3,RFScoreVS_RTMScore,32.49,20.16,8.21,17.49,21.03,23.64,10.05,7.07,47.67,29.51,54.19,8.66,30.95,5.95,18.28,46.34,23.75,1.08,31.16,8.92,44.36,14.52,20.99,17.42,59.9,17.9,38.21,34.46,8.62,43.24,42.92,25.456129032258065
bestpose_SMINA,method4,RFScoreVS_RTMScore,27.53,19.1,7.58,12.54,18.48,21.59,6.09,6.41,46.37,28.99,54.19,8.66,32.84,4.33,15.67,45.17,24.88,1.08,30.48,1.78,42.88,12.35,18.66,13.32,58.94,13.42,37.45,29.92,7.66,41.39,39.93,23.53806451612903
bestpose_SMINA,method5,RFScoreVS_RTMScore,33.59,19.8,8.21,20.15,17.84,21.59,9.45,7.95,46.37,27.95,54.19,10.82,31.58,5.95,18.28,45.17,24.88,1.08,33.87,19.62,42.88,18.88,20.41,17.42,57.0,16.86,35.16,26.29,12.46,41.39,39.93,25.38774193548387
bestpose_SMINA,method6,RFScoreVS_RTMScore,41.85,19.45,12.0,29.65,22.73,29.81,18.89,9.5,52.87,38.92,54.19,15.15,34.74,5.95,28.72,49.27,23.75,10.77,35.22,44.58,48.05,26.14,22.16,29.71,63.77,29.25,39.74,54.4,13.41,45.1,37.93,31.860322580645157
bestpose_SMINA,method7,RFScoreVS_RTMScore,41.85,19.45,12.0,29.65,22.73,29.81,18.89,9.5,52.87,38.92,54.19,15.15,34.74,5.95,28.72,49.27,23.75,10.77,35.22,44.58,48.05,26.14,22.16,29.71,63.77,29.25,39.74,54.4,13.41,45.1,37.93,31.860322580645157
bestpose_SMINA,method1,RFScoreVS_SCORCH,31.39,24.05,10.73,21.67,15.08,22.62,22.24,6.19,49.4,28.21,46.32,8.66,27.16,3.25,13.05,46.34,7.92,20.47,24.38,21.4,30.31,10.17,16.91,25.61,50.24,19.62,26.75,33.55,14.37,44.48,14.97,23.79064516129032
bestpose_SMINA,method2,RFScoreVS_SCORCH,31.39,24.05,10.73,21.67,15.08,22.62,22.24,6.19,49.4,28.21,46.32,8.66,27.16,3.25,13.05,46.34,7.92,20.47,24.38,21.4,30.31,10.17,16.91,25.61,50.24,19.62,26.75,33.55,14.37,44.48,14.97,23.79064516129032
bestpose_SMINA,method3,RFScoreVS_SCORCH,31.39,24.05,10.73,21.67,15.08,22.62,22.24,6.19,49.4,28.21,46.32,8.66,27.16,3.25,13.05,46.34,7.92,20.47,24.38,21.4,30.31,10.17,16.91,25.61,50.24,19.62,26.75,33.55,14.37,44.48,14.97,23.79064516129032
bestpose_SMINA,method4,RFScoreVS_SCORCH,22.58,32.18,7.58,17.49,16.78,17.99,18.28,6.19,42.03,19.07,45.45,4.33,18.95,4.33,15.67,47.51,1.13,19.39,18.97,7.13,38.44,10.17,15.16,26.63,45.41,12.73,24.46,26.29,17.25,38.92,10.98,20.95064516129032
bestpose_SMINA,method5,RFScoreVS_SCORCH,29.19,16.27,5.68,15.59,14.44,17.99,13.71,5.52,43.33,24.81,41.08,8.66,18.32,2.16,7.83,42.82,9.05,16.16,26.42,10.7,23.66,9.44,10.5,22.54,29.95,8.95,19.87,29.92,14.37,40.77,13.97,19.15064516129032
bestpose_SMINA,method6,RFScoreVS_SCORCH,31.94,19.1,8.84,24.33,11.9,21.59,19.19,4.86,48.53,32.13,46.32,8.66,22.74,2.16,13.05,36.95,9.05,17.24,21.0,32.1,22.18,21.79,11.66,21.51,48.31,24.43,27.51,40.8,10.54,43.86,15.97,23.233548387096775
bestpose_SMINA,method7,RFScoreVS_SCORCH,31.94,19.1,8.84,24.33,11.9,21.59,19.19,4.86,48.53,32.13,46.32,8.66,22.74,2.16,13.05,36.95,9.05,17.24,21.0,32.1,22.18,21.79,11.66,21.51,48.31,24.43,27.51,40.8,10.54,43.86,15.97,23.233548387096775
bestpose_SMINA,method1,RTMScore_SCORCH,21.48,14.5,0.0,4.56,20.39,14.39,4.57,3.98,34.67,14.63,46.32,2.16,13.26,4.33,5.22,29.92,19.22,7.54,14.9,0.0,35.49,5.08,8.16,7.17,42.51,4.47,22.93,12.69,5.75,40.16,15.97,15.368387096774196
bestpose_SMINA,method2,RTMScore_SCORCH,21.48,14.5,0.0,4.56,20.39,14.39,4.57,3.98,34.67,14.63,46.32,2.16,13.26,4.33,5.22,29.92,19.22,7.54,14.9,0.0,35.49,5.08,8.16,7.17,42.51,4.47,22.93,12.69,5.75,40.16,15.97,15.368387096774196
bestpose_SMINA,method3,RTMScore_SCORCH,21.48,14.5,0.0,4.56,20.39,14.39,4.57,3.98,34.67,14.63,46.32,2.16,13.26,4.33,5.22,29.92,19.22,7.54,14.9,0.0,35.49,5.08,8.16,7.17,42.51,4.47,22.93,12.69,5.75,40.16,15.97,15.368387096774196
bestpose_SMINA,method4,RTMScore_SCORCH,15.97,18.39,0.0,3.8,16.14,13.88,4.57,3.98,36.4,7.84,46.32,2.16,9.47,3.25,13.05,33.44,11.31,3.23,9.48,0.0,31.79,5.81,9.33,8.2,40.58,3.79,22.16,19.04,6.71,36.45,8.98,14.371612903225808
bestpose_SMINA,method5,RTMScore_SCORCH,22.03,15.91,0.0,3.8,20.18,12.85,6.09,3.76,34.67,13.58,44.57,0.0,14.53,4.87,2.61,25.81,9.05,9.69,12.87,0.0,14.79,4.36,8.16,8.2,29.95,2.41,16.81,12.69,5.75,41.39,16.97,13.495161290322581
bestpose_SMINA,method6,RTMScore_SCORCH,17.07,8.13,0.0,3.42,15.29,11.82,5.48,2.43,26.0,4.7,33.21,0.0,5.05,1.08,0.0,11.15,1.13,9.69,14.9,0.0,20.7,2.18,4.67,9.22,18.36,2.41,14.52,12.69,5.75,30.89,9.98,9.739354838709678
bestpose_SMINA,method7,RTMScore_SCORCH,17.07,8.13,0.0,3.42,15.29,11.82,5.48,2.43,26.0,4.7,33.21,0.0,5.05,1.08,0.0,11.15,1.13,9.69,14.9,0.0,20.7,2.18,4.67,9.22,18.36,2.41,14.52,12.69,5.75,30.89,9.98,9.739354838709678
bestpose_SMINA,method1,AD4_RTMScore_SCORCH,19.82,14.85,1.89,3.42,15.08,13.36,7.31,4.2,29.03,11.49,49.82,2.16,10.74,5.95,7.83,32.26,10.18,0.0,16.26,0.0,29.57,6.54,21.58,3.07,29.95,6.88,25.98,14.51,10.54,25.95,11.98,14.264516129032259
bestpose_SMINA,method2,AD4_RTMScore_SCORCH,19.82,14.85,1.89,3.42,15.08,13.36,7.31,4.2,29.03,11.49,49.82,2.16,10.74,5.95,7.83,32.26,10.18,0.0,16.26,0.0,29.57,6.54,21.58,3.07,29.95,6.88,25.98,14.51,10.54,25.95,11.98,14.264516129032259
bestpose_SMINA,method3,AD4_RTMScore_SCORCH,19.82,14.85,1.89,3.42,15.08,13.36,7.31,4.2,29.03,11.49,49.82,2.16,10.74,5.95,7.83,32.26,10.18,0.0,16.26,0.0,29.57,6.54,21.58,3.07,29.95,6.88,25.98,14.51,10.54,25.95,11.98,14.264516129032259
bestpose_SMINA,method4,AD4_RTMScore_SCORCH,19.82,13.79,0.63,1.9,12.74,12.85,10.66,1.99,25.57,10.19,45.45,4.33,9.47,3.79,10.44,35.19,0.0,0.0,18.29,1.78,26.61,7.26,16.33,3.07,27.05,6.88,21.4,21.76,12.46,17.3,7.99,13.128709677419353
bestpose_SMINA,method5,AD4_RTMScore_SCORCH,17.62,13.09,0.0,2.66,13.59,14.91,7.01,3.76,32.07,12.54,53.31,2.16,9.47,4.87,10.44,31.68,5.65,0.0,16.26,0.0,26.61,6.54,20.41,3.07,30.92,6.19,24.46,16.32,9.58,22.86,10.98,13.839677419354839
bestpose_SMINA,method6,AD4_RTMScore_SCORCH,19.27,15.91,0.0,3.04,18.91,12.85,7.62,2.65,32.93,10.71,42.83,0.0,6.95,2.71,2.61,18.18,2.26,9.69,17.61,0.0,26.61,2.9,6.41,10.24,23.19,3.44,19.87,16.32,9.58,30.89,11.98,12.521290322580644
bestpose_SMINA,method7,AD4_RTMScore_SCORCH,19.27,15.91,0.0,3.04,18.91,12.85,7.62,2.65,32.93,10.71,42.83,0.0,6.95,2.71,2.61,18.18,2.26,9.69,17.61,0.0,26.61,2.9,6.41,10.24,23.19,3.44,19.87,16.32,9.58,30.89,11.98,12.521290322580644
bestpose_SMINA,method1,RFScoreVS_RTMScore_SCORCH,31.94,29.71,7.58,15.2,23.58,22.1,12.19,6.85,52.43,33.43,54.19,8.66,31.58,5.41,15.67,47.51,27.14,10.77,25.74,1.78,43.62,15.25,19.24,25.61,56.04,15.83,34.39,35.36,17.25,51.89,37.93,26.318387096774195
bestpose_SMINA,method2,RFScoreVS_RTMScore_SCORCH,31.94,29.71,7.58,15.2,23.58,22.1,12.19,6.85,52.43,33.43,54.19,8.66,31.58,5.41,15.67,47.51,27.14,10.77,25.74,1.78,43.62,15.25,19.24,25.61,56.04,15.83,34.39,35.36,17.25,51.89,37.93,26.318387096774195
bestpose_SMINA,method3,RFScoreVS_RTMScore_SCORCH,31.94,29.71,7.58,15.2,23.58,22.1,12.19,6.85,52.43,33.43,54.19,8.66,31.58,5.41,15.67,47.51,27.14,10.77,25.74,1.78,43.62,15.25,19.24,25.61,56.04,15.83,34.39,35.36,17.25,51.89,37.93,26.318387096774195
bestpose_SMINA,method4,RFScoreVS_RTMScore_SCORCH,22.58,23.34,3.16,13.3,19.54,16.45,12.8,4.86,44.2,19.07,51.57,6.49,23.37,3.79,23.5,49.27,18.09,12.93,23.71,3.57,43.62,9.44,14.0,20.49,51.21,11.7,28.28,29.92,18.2,45.72,23.96,22.326774193548392
bestpose_SMINA,method5,RFScoreVS_RTMScore_SCORCH,29.74,26.88,5.05,12.54,20.82,22.1,10.36,6.85,51.57,31.6,52.44,6.49,29.69,4.87,18.28,48.69,27.14,9.69,26.42,1.78,42.14,12.35,19.83,22.54,56.04,13.08,25.22,29.02,17.25,51.89,37.93,24.848064516129032
bestpose_SMINA,method6,RFScoreVS_RTMScore_SCORCH,33.04,22.28,8.21,23.19,22.09,23.64,19.8,5.52,52.43,33.69,53.31,10.82,29.05,4.87,18.28,39.3,16.96,16.16,28.45,24.96,42.88,20.33,15.75,21.51,56.04,23.75,29.81,42.62,14.37,48.8,27.95,26.769677419354835
bestpose_SMINA,method7,RFScoreVS_RTMScore_SCORCH,33.04,22.28,8.21,23.19,22.09,23.64,19.8,5.52,52.43,33.69,53.31,10.82,29.05,4.87,18.28,39.3,16.96,16.16,28.45,24.96,42.88,20.33,15.75,21.51,56.04,23.75,29.81,42.62,14.37,48.8,27.95,26.769677419354835
bestpose_PLANTS,method1,AD4_CHEMPLP,9.44,8.9,12.12,3.77,3.01,2.07,2.15,,1.33,8.4,9.93,15.06,6.8,9.69,0.0,2.35,0.0,0.0,8.86,19.31,8.94,2.29,13.99,1.03,2.91,1.08,10.06,7.26,3.9,5.59,16.17,6.547000000000001
bestpose_PLANTS,method2,AD4_CHEMPLP,9.44,8.9,12.12,3.77,3.01,2.07,2.15,,1.33,8.4,9.93,15.06,6.8,9.69,0.0,2.35,0.0,0.0,8.86,19.31,8.94,2.29,13.99,1.03,2.91,1.08,10.06,7.26,3.9,5.59,16.17,6.547000000000001
bestpose_PLANTS,method3,AD4_CHEMPLP,9.44,8.9,12.12,3.77,3.01,2.07,2.15,,1.33,8.4,9.93,15.06,6.8,9.69,0.0,2.35,0.0,0.0,8.86,19.31,8.94,2.29,13.99,1.03,2.91,1.08,10.06,7.26,3.9,5.59,16.17,6.547000000000001
bestpose_PLANTS,method4,AD4_CHEMPLP,8.88,8.19,12.12,3.77,3.01,2.59,2.15,,1.33,8.66,8.12,12.91,7.78,9.69,0.0,1.17,0.0,0.0,9.54,19.31,8.19,2.29,13.99,1.03,1.94,1.44,10.84,6.35,3.9,5.59,17.18,6.398666666666667
