Target,Model,ROCE1,EF1,NEF1,AUC_ROC,AUC,BEDROC,Source,Notes
ital,Glide,,,8.91,,0.68,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
jak2,Glide,,,33.77,,0.88,0.51,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kif11,Glide,,,38.79,,0.9,0.59,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kit,Glide,,,6.1,,0.65,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kith,Glide,,,30.77,,0.72,0.63,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kpcb,Glide,,,52.46,,0.86,0.69,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lck,Glide,,,25.12,,0.83,0.39,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lkha4,Glide,,,28.24,,0.94,0.57,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mapk2,Glide,,,27.72,,0.92,0.49,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mcr,Glide,,,29.41,,0.82,0.39,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
met,Glide,,,27.71,,0.83,0.44,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk01,Glide,,,12.66,,0.84,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk10,Glide,,,12.5,,0.85,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk14,Glide,,,22.15,,0.72,0.36,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mmp13,Glide,,,18.41,,0.77,0.3,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mp2k1,Glide,,,13.22,,0.75,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
nos1,Glide,,,14.29,,0.75,0.2,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
nram,Glide,,,41.84,,0.95,0.68,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pa2ga,Glide,,,35.35,,0.79,0.59,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
parp1,Glide,,,41.12,,0.95,0.67,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pde5a,Glide,,,21.77,,0.85,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pgh1,Glide,,,17.11,,0.76,0.3,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pgh2,Glide,,,34.91,,0.82,0.6,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
plk1,Glide,,,43.81,,0.91,0.62,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pnph,Glide,,,7.77,,0.76,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppara,Glide,,,8.94,,0.73,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppard,Glide,,,3.61,,0.66,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pparg,Glide,,,7.53,,0.74,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
prgr,Glide,,,19.05,,0.84,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ptn1,Glide,,,15.45,,0.84,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pur2,Glide,,,54,,0.99,0.97,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pygm,Glide,,,1.3,,0.56,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pyrd,Glide,,,41.18,,0.88,0.62,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
reni,Glide,,,33.98,,0.84,0.48,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rock1,Glide,,,25.25,,0.84,0.41,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rxra,Glide,,,39.32,,0.97,0.84,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
sahh,Glide,,,43.33,,0.98,0.96,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
src,Glide,,,12.21,,0.74,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tgfr1,Glide,,,44.36,,0.96,0.67,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thb,Glide,,,35.79,,0.85,0.61,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thrb,Glide,,,39.47,,0.92,0.65,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
try1,Glide,,,44.19,,0.91,0.69,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tryb1,Glide,,,28.57,,0.88,0.47,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tysy,Glide,,,38.53,,0.93,0.64,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
urok,Glide,,,53.7,,0.92,0.79,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
vgfr2,Glide,,,17,,0.68,0.3,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
wee1,Glide,,,59.8,,1,0.99,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
xiap,Glide,,,50.51,,0.82,0.77,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aa2ar,Flexx,,,6.02,,0.74,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
abl1,Flexx,,,27.78,,0.85,0.48,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ace,Flexx,,,1.42,,0.61,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aces,Flexx,,,1.35,,0.57,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ada,Flexx,,,10.75,,0.55,0.2,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ada17,Flexx,,,1.89,,0.6,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
adrb1,Flexx,,,9.35,,0.76,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
adrb2,Flexx,,,20,,0.84,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
akt1,Flexx,,,5.17,,0.73,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
akt2,Flexx,,,13.68,,0.86,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aldr,Flexx,,,11.95,,0.74,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ampc,Flexx,,,0,,0.67,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
andr,Flexx,,,0,,0.41,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aofb,Flexx,,,5.26,,0.71,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
bace1,Flexx,,,11.11,,0.76,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
braf,Flexx,,,23.03,,0.89,0.41,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cah2,Flexx,,,7.39,,0.73,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
casp3,Flexx,,,22.11,,0.7,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cdk2,Flexx,,,11.8,,0.76,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
comt,Flexx,,,9.76,,0.66,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cp2c9,Flexx,,,9.09,,0.7,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cp3a4,Flexx,,,4.19,,0.6,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
csf1r,Flexx,,,24.54,,0.84,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cxcr4,Flexx,,,0,,0.47,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
def,Flexx,,,0,,0.7,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dhi1,Flexx,,,0.63,,0.49,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dpp4,Flexx,,,11.84,,0.86,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
drd3,Flexx,,,2.51,,0.67,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dyr,Flexx,,,10.43,,0.67,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
egfr,Flexx,,,19.29,,0.83,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
esr1,Flexx,,,31.73,,0.8,0.51,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
esr2,Flexx,,,31.02,,0.84,0.51,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fa10,Flexx,,,33.08,,0.88,0.72,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fa7,Flexx,,,55.26,,0.97,0.9,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fabp4,Flexx,,,17.02,,0.87,0.33,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fak1,Flexx,,,15,,0.88,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fgfr1,Flexx,,,0.76,,0.59,0.3,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fkb1a,Flexx,,,0,,0.58,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fnta,Flexx,,,6.26,,0.76,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fpps,Flexx,,,1.18,,0.82,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
gcr,Flexx,,,7.63,,0.54,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
glcm,Flexx,,,5.56,,0.69,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
gria2,Flexx,,,7.59,,0.76,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
grik1,Flexx,,,19.8,,0.87,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hdac2,Flexx,,,16.3,,0.81,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hdac8,Flexx,,,12.94,,0.76,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivint,Flexx,,,4,,0.67,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivpr,Flexx,,,2.08,,0.55,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivrt,Flexx,,,2.08,,0.61,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hmdh,Flexx,,,1.76,,0.67,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hs90a,Flexx,,,2.35,,0.34,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hxk4,Flexx,,,4.35,,0.67,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
igf1r,Flexx,,,27.7,,0.89,0.47,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
inha,Flexx,,,9.3,,0.69,0.12,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ital,Flexx,,,1.45,,0.61,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
jak2,Flexx,,,8.41,,0.83,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kif11,Flexx,,,2.59,,0.69,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kit,Flexx,,,7.88,,0.79,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kith,Flexx,,,0,,0.82,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kpcb,Flexx,,,27.48,,0.8,0.44,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lck,Flexx,,,18.12,,0.84,0.31,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lkha4,Flexx,,,7.6,,0.83,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mapk2,Flexx,,,6.93,,0.81,0.2,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mcr,Flexx,,,0,,0.41,0.01,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
met,Flexx,,,18.07,,0.82,0.35,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk01,Flexx,,,21.52,,0.87,0.38,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk10,Flexx,,,14.42,,0.78,0.25,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mk14,Flexx,,,14.19,,0.85,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mmp13,Flexx,,,4.2,,0.63,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
mp2k1,Flexx,,,8.33,,0.81,0.16,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
nos1,Flexx,,,7.07,,0.76,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
nram,Flexx,,,14.29,,0.82,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pa2ga,Flexx,,,17.53,,0.72,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
parp1,Flexx,,,12.4,,0.84,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pde5a,Flexx,,,1.76,,0.65,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pgh1,Flexx,,,5.21,,0.63,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pgh2,Flexx,,,11.08,,0.75,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
plk1,Flexx,,,8.41,,0.81,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pnph,Flexx,,,10.68,,0.74,0.17,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppara,Flexx,,,3.77,,0.75,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ppard,Flexx,,,1.25,,0.68,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pparg,Flexx,,,1.66,,0.67,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
prgr,Flexx,,,3.64,,0.68,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ptn1,Flexx,,,14.84,,0.82,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pur2,Flexx,,,56,,1,0.98,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pygm,Flexx,,,9.09,,0.74,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
pyrd,Flexx,,,29.09,,0.83,0.49,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
reni,Flexx,,,11.65,,0.73,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rock1,Flexx,,,23,,0.91,0.39,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
rxra,Flexx,,,7.69,,0.8,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
sahh,Flexx,,,30.16,,0.91,0.58,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
src,Flexx,,,14.76,,0.8,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tgfr1,Flexx,,,25.56,,0.89,0.43,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thb,Flexx,,,15.53,,0.83,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
thrb,Flexx,,,33.11,,0.88,0.55,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
try1,Flexx,,,50.56,,0.9,0.78,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tryb1,Flexx,,,27.89,,0.86,0.45,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
tysy,Flexx,,,18.35,,0.84,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
urok,Flexx,,,47.53,,0.93,0.7,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
vgfr2,Flexx,,,31.68,,0.85,0.5,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
wee1,Flexx,,,40.2,,0.96,0.65,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
xiap,Flexx,,,27,,0.91,0.58,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aa2ar,Surflex,,,19.71,,0.74,0.32,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
abl1,Surflex,,,17.03,,0.85,0.3,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ace,Surflex,,,2.48,,0.61,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aces,Surflex,,,20.31,,0.57,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ada,Surflex,,,9.68,,0.55,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ada17,Surflex,,,35.9,,0.6,0.57,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
adrb1,Surflex,,,15.38,,0.76,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
adrb2,Surflex,,,20.35,,0.84,0.33,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
akt1,Surflex,,,4.44,,0.73,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
akt2,Surflex,,,14.53,,0.86,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aldr,Surflex,,,7.55,,0.74,0.15,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ampc,Surflex,,,0,,0.67,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
andr,Surflex,,,4.09,,0.41,0.08,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
aofb,Surflex,,,4.92,,0.71,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
bace1,Surflex,,,17.31,,0.76,0.29,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
braf,Surflex,,,5.26,,0.89,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cah2,Surflex,,,3.05,,0.73,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
casp3,Surflex,,,12.56,,0.7,0.23,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cdk2,Surflex,,,3.16,,0.76,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
comt,Surflex,,,2.44,,0.66,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cp2c9,Surflex,,,3.33,,0.7,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cp3a4,Surflex,,,8.82,,0.6,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
csf1r,Surflex,,,3.01,,0.84,0.05,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
cxcr4,Surflex,,,15,,0.47,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
def,Surflex,,,32.35,,0.7,0.59,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dhi1,Surflex,,,3.64,,0.49,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dpp4,Surflex,,,6.38,,0.86,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
drd3,Surflex,,,7.08,,0.67,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
dyr,Surflex,,,25.54,,0.67,0.4,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
egfr,Surflex,,,13.65,,0.83,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
esr1,Surflex,,,27.15,,0.8,0.47,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
esr2,Surflex,,,21.8,,0.84,0.39,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fa10,Surflex,,,8.57,,0.88,0.24,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fa7,Surflex,,,42.11,,0.97,0.73,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fabp4,Surflex,,,2.13,,0.87,0.1,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fak1,Surflex,,,5,,0.88,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fgfr1,Surflex,,,0.72,,0.59,0.28,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fkb1a,Surflex,,,9.91,,0.58,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fnta,Surflex,,,4.94,,0.76,0.13,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
fpps,Surflex,,,1.18,,0.82,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
gcr,Surflex,,,15.12,,0.54,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
glcm,Surflex,,,31.48,,0.69,0.49,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
gria2,Surflex,,,8.23,,0.76,0.14,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
grik1,Surflex,,,6.93,,0.87,0.18,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hdac2,Surflex,,,12.97,,0.81,0.26,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hdac8,Surflex,,,5.29,,0.76,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivint,Surflex,,,3,,0.67,0.07,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivpr,Surflex,,,5.04,,0.55,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hivrt,Surflex,,,4.73,,0.61,0.09,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hmdh,Surflex,,,17.06,,0.67,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hs90a,Surflex,,,1.14,,0.34,0.02,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
hxk4,Surflex,,,0,,0.67,0.03,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
igf1r,Surflex,,,10.81,,0.89,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
inha,Surflex,,,4.65,,0.69,0.19,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
ital,Surflex,,,2.9,,0.61,0.04,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
jak2,Surflex,,,14.95,,0.83,0.21,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kif11,Surflex,,,6.03,,0.69,0.11,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kit,Surflex,,,3.01,,0.79,0.06,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kith,Surflex,,,42.11,,0.82,0.7,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
kpcb,Surflex,,,27.41,,0.8,0.44,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lck,Surflex,,,13.57,,0.84,0.22,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
lkha4,Surflex,,,18.71,,0.83,0.34,https://pubs.acs.org/doi/10.1021/acs.jcim.2c01057,Uses non-normalized EF
